left_name,left_area,left_category,left_cid,right_name,right_area,right_category,right_cid,name_similarity,distance_m,signals,signal_families,score,classification,left_phone,right_phone,left_whatsapp,right_whatsapp,left_instagram,right_instagram,left_website,right_website,decision,rationale
Cafe Viejo,Puerto Viejo,restaurant,16024433122991526617,Value Mart Puerto Viejo,Puerto Viejo,shopping,722254835360302817,0.485,24.0,within_30m,1,2,shared_signal,+50627500817,+50627502160,,,cafeviejo_cr,valuemartcr,https://www.tripadvisor.com/Restaurant_Review-g309265-d3850728-Reviews-Cafe_Viejo_Restaurante_Pizzeria-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Cahuita Inn - Cahuita, Limón, Costa Rica",Cahuita,hotel,11302666839265256136,"Pizzeria Cahuita - Cahuita, Limón, Costa Rica",Cahuita,restaurant,640877045685360336,0.519,,phone,1,2,shared_signal,+50627550179,+50627550179,,,,pizzeriacahuita,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Caribbean Comfort,Puerto Viejo,vacation_rental,9201616901711710091,"Caribbean Coconut - Cahuita, Limón, Costa Rica",Cahuita,hotel,12085822181071781545,0.824,,name>=0.82,1,2,shared_signal,+50688885223,+50686732557,+50688885223,,caribbeancomfort,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Cariblue Beach and Jungle Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,hotel,14658668036585456092,"Beach Break Restaurant - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,10536491158093405826,0.481,22.4,within_30m,1,2,shared_signal,+50627500518,+50683040043,https://wa.me/50683141965,,caribluehotel,beachbreak_cocles,https://cariblue.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Cariblue Beach and Jungle Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,hotel,14658668036585456092,Totem Hotel Resort & Restaurant,Cocles,hotel,1478870326467382969,0.262,21.0,within_30m,1,2,shared_signal,+50627500518,+50627500758,https://wa.me/50683141965,,caribluehotel,,https://cariblue.com/,http://www.totemhotel.com/es/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,265902149135749003,"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,restaurant,2898935241958549311,0.278,796.7,phone,1,2,shared_signal,+50627502035,+50627502035,+50662895968,,caripro,azulbarandgrill,,http://azulbeachclub.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,265902149135749003,"Villas Banana Verde - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,3491417544238941664,0.162,823.8,phone,1,2,shared_signal,+50627502035,+50627502035,+50662895968,,caripro,,,https://www.bananaazul.com/rooms?utm_source=google-mybusiness&utm_medium=direct-link&utm_campaign=g-mybusiness&utm_id=g-mybusiness,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Galim Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,4046132343523405394,"Casa Luna Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,1455817631417694421,0.837,1708.1,name>=0.82,1,2,shared_signal,+50627500224,,,,casa_galim_beach_house,casalunabeachhouse,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,14093799972335896635,RISE Puerto Viejo,Puerto Viejo,real_estate,10602615161199468109,0.364,4941.4,whatsapp,1,2,shared_signal,+50662422403,+50683667578,https://wa.me/50664614110,https://api.whatsapp.com/send?phone=50664614110,,,http://crystaljunglevilla.com/,http://risecaribe.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Namaitamí - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,8825947300590124587,"Three Monkeys - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,6474159768299184830,0.074,,phone,1,2,shared_signal,+50660089241,+50660089241,,,,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,6876276989579196961,"Casa Namaitamí - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,8825947300590124587,0.424,,phone,1,2,shared_signal,+50660089241,+50660089241,,,casa_osos_caribeos,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,6876276989579196961,"Three Monkeys - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,6474159768299184830,0.062,,phone,1,2,shared_signal,+50660089241,+50660089241,,,casa_osos_caribeos,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,6876276989579196961,"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,17306174628636276319,0.207,314.0,phone,1,2,shared_signal,+50660089241,+50660089241,,,casa_osos_caribeos,treslodge,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,6876276989579196961,Villa Miagoa,Cocles,hotel,8175642157850375308,0.258,514.2,phone,1,2,shared_signal,+50660089241,+60089241,,,casa_osos_caribeos,,,https://miagoa.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casa Roble de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,1214008658533978760,"El Jardin de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,10376714198650196690,0.694,19.6,within_30m,1,2,shared_signal,,+50685558635,,,casarobledeplayanegra,,https://casaroblecr.com,http://www.eljardindeplayanegra.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,2489061038640189430,"Casas Del Mar - Manzanillo, Limón, Costa Rica",Manzanillo,vacation_rental,12705395086028222701,0.828,,name>=0.82,1,2,shared_signal,+50627500437,+50683965978,,,casasdelcaribe,casasdelmarmanzanillo,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Casitas Mar y Luz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,8515965990195848246,Estrellas Cabinas,Puerto Viejo,vacation_rental,,0.353,4838.9,phone,1,2,shared_signal,+50627500686,+27500686,,,casitas_mar,,,http://www.casitasmaryluz.com/,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
Centro Médico Aruma,Puerto Viejo,services,331886285113007367,"Laboratorio Clínico Leysa - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,services,9649342109201810481,0.409,73.9,phone,1,2,shared_signal,+50686555082,+50686555082,+50686555082; ,,centromedicoaruma,laboratorioclnicoleysa,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Chinuk Boutique Hotel,Puerto Viejo,hotel,4032204592829800059,Conga Boutique Hotel,Puerto Viejo,hotel,17817187932984436803,0.829,651.9,name>=0.82,1,2,shared_signal,+50660555149,+50627500681,,+50627500681,,conga_cr,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Chinuk Boutique Hotel,Puerto Viejo,hotel,4032204592829800059,Hotel Infiniti,Puerto Viejo,hotel,17030940291864121871,0.286,189.8,phone,1,2,shared_signal,+50660555149,+50660555149,,,,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,5961957804184993948,Shenanigans–Eat Drink Dink Drive,Cocles,restaurant,15407971963095007347,0.360,461.0,phone,1,2,shared_signal,+50689568669,+89568669,,,chiquitaescondida,,,https://wahoovacations.com/shenanigans/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Colibri Ecolodge,Puerto Viejo,vacation_rental,656242078778664441,"Manzanillo Caribbean Resort - Manzanillo, Limón, Costa Rica",Manzanillo,hotel,7812100596306456251,0.279,,phone,1,2,shared_signal,+50687741940,+50687741940,,,,manzanilloresortcr,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Colono Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,16829552897593145903,"Hone Creek Clinic - Hone Creek, Limón, Costa Rica",Hone Creek,services,8437643615710257437,0.844,177.3,name>=0.82,1,2,shared_signal,+50627131300,+50627568022,,,,honecreekcliniccr,http://www.colonoconstruccion.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Colono Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,16829552897593145903,"Servicentro Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,services,,0.884,522.7,name>=0.82,1,2,shared_signal,+50627131300,,,,,shc,http://www.colonoconstruccion.com/,,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
"Colono Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,16829552897593145903,"Super Negro Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,17530375863814220827,0.863,210.9,name>=0.82,1,2,shared_signal,+50627131300,+50627500154,,,,,http://www.colonoconstruccion.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Conga Boutique Hotel,Puerto Viejo,hotel,17817187932984436803,Olinca Boutique Hotel,Puerto Viejo,hotel,17724938072232701259,0.829,502.7,name>=0.82,1,2,shared_signal,+50627500681,+50622295495,+50627500681,,conga_cr,olincaboutiquehotel,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Cosmos Puerto Viejo Tattoo,Puerto Viejo,services,12833664519499680091,Puerto Viejo Golf Carts,Puerto Viejo,tour_company,4544300389782328912,0.571,21.5,within_30m,1,2,shared_signal,+50684833243,+50685424377,+50684833243,+50685424377,cosmos.puertoviejotattoo,puertoviejogolf,,https://atvpuertoviejo.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Cosmos Puerto Viejo Tattoo,Puerto Viejo,services,12833664519499680091,Puerto Viejo Pharmacy,Puerto Viejo,shopping,3604431449933497569,0.596,8.6,within_30m,1,2,shared_signal,+50684833243,+50627502109,+50684833243,,cosmos.puertoviejotattoo,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Cruz Roja - Bribri, Limón, Costa Rica",Bribri,services,657883797543242654,"OIJ - Bribri, Limón, Costa Rica",Bribri,services,6403317079907227998,0.867,,name>=0.82,1,2,shared_signal,+50627510141,+50627511087,,,,,https://www.cruzroja.or.cr/,https://sitiooij.poder-judicial.go.cr/index.php/oficinas/subdelegaciones-regionales/bribri,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"El Nido Jungle Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,17996754399669659267,El Tucan Jungle Lodge,Cocles,hotel,2539549004979561790,0.829,2545.0,name>=0.82,1,2,shared_signal,,27500026,+50689152462,,,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Finca Don Litos - Hone Creek, Limón, Costa Rica",Hone Creek,vacation_rental,15727569979150542837,"Kinkaju Tours - Hone Creek, Limón, Costa Rica",Hone Creek,tour_company,3404977970967347049,0.833,3612.3,name>=0.82,1,2,shared_signal,+50685366430,+50685103596,+50685501877,,finca_don_litos,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Gigi Beach - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,restaurant,6039954764509566896,Lapalapa Beach Front Hotel,Cocles,hotel,10103267938150795136,0.333,18.7,within_30m,1,2,shared_signal,+50683832176,+50688178041,,,wearegigibeach,lapalapa_beach_front_hotel_cr,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Home Naranjo,Cocles,hotel,11804471412549390661,Casa Naranjo,Cocles,hotel,2274466818806698362,0.667,0.0,within_30m,1,2,shared_signal,,,,,,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Hotel and Hostel Agapi,Puerto Viejo,hostel,7492180577056289429,Selina Hostel Puerto Viejo,Puerto Viejo,hostel,6252746693553946796,0.542,32.5,phone,1,2,shared_signal,+50688727230,88727230,,,agapi.pv,,,https://selina.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Hotel Pura Vida,Puerto Viejo,hotel,5253894431951431984,Spanish School Pura Vida,Puerto Viejo,services,15049167550943815650,0.667,3638.5,phone,1,2,shared_signal,+50685709768,+50685709768,+50685709768,,hotelpuravida,spanish_school,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Hotel Tropical,Puerto Viejo,hotel,7969394138081997689,Hotel Posada Nena,Puerto Viejo,hotel,,0.516,33.4,phone,1,2,shared_signal,+50627502064,+50627502064,,,hoteltropical,hotelposadanenacr,https://www.rolfblancke.com/,https://www.posadanena.com/,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
Indalo Hotel Boutique,Puerto Viejo,hotel,4424059130614434174,"Saranda Hotel Boutique - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,hotel,7564004912244932325,0.837,2187.3,name>=0.82,1,2,shared_signal,+50627500826,+50683479333,,,indalohotelboutique,sarandaboutiquehotel,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Jaguar Inn Bungalows - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,4375569377161762321,"La Ceiba Nature Reserve - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,hotel,,0.233,3532.4,phone,1,2,shared_signal,+50627500710,+50627500710,,,jaguarinnbungalowscr,la_cr,,,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
"Jaguar Inn Bungalows - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,4375569377161762321,Refugio de animales Jaguar,Cocles,tour_company,,0.261,40.2,phone,1,2,shared_signal,+50627500710,+50627500710,,,jaguarinnbungalowscr,jaguarrescuecentercr,,https://www.jaguarrescue.foundation/,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
KOKi Beach,Puerto Viejo,restaurant,94575443808973745,Beach Hut,Puerto Viejo,hotel,16042642729582706568,0.526,29.0,within_30m,1,2,shared_signal,+50685059191,+50627500895,+50685059191,,kokibeach,beach_hut,https://www.tripadvisor.com/Restaurant_Review-g309265-d1593118-Reviews-KOKi_Beach_Restaurant_Bar-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"La Ceiba Nature Reserve - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,hotel,,"Jaguar Rescue Center - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,tour_company,9435208628058025334,0.419,3534.0,phone,1,2,shared_signal,+50627500710,+50627500710,,,la_cr,jaguarrescuecentercr,,,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
"La Ceiba Nature Reserve - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,hotel,,Refugio de animales Jaguar,Cocles,tour_company,,0.245,3537.8,phone,1,2,shared_signal,+50627500710,+50627500710,,,la_cr,jaguarrescuecentercr,,https://www.jaguarrescue.foundation/,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
"Le Caméléon - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,hotel,4837747133838124638,Vista Verde,Puerto Viejo,hotel,5511726850680415410,0.182,2708.7,phone,1,2,shared_signal,+50627500501,+27500501,,,le_cr,,https://www.lecameleonhotel.com/,https://www.booking.com/hotel/cr/vista-verde.en-gb.html?aid=356980,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Puerto Viejo Bike Rentals,Puerto Viejo,services,8630472141589888435,Elena De Luca Studio,Puerto Viejo,services,4794006171803715674,0.222,1855.0,phone,1,2,shared_signal,+50672647530,+50672647530,,+50672647530,puertoviejobikerentals,elenadelucastudio,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Puerto Viejo Dogs,Puerto Viejo,services,11794143091262296476,Clínica Veterinaria Arroyo y Solano,Puerto Viejo,services,15400950969629438728,0.231,13283.7,phone,1,2,shared_signal,+50627568306,+50627568306,+50685254863,,puertoviejodogs,clnica,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Puerto Viejo Farmers and Artisans Market,Puerto Viejo,shopping,3462379184645189350,Casa de la Cultura,Puerto Viejo,services,8404229099084152409,0.207,37.0,phone,1,2,shared_signal,+50627500883,+50627500883,,,pvfarmersmarket,casadelaculturapv,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Puerto Viejo Police Station - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,services,9360864736049190713,Puerto Viejo Police Town Station,Puerto Viejo,services,2262025233079404899,0.915,2901.5,name>=0.82,1,2,shared_signal,+50627500230,,,,,puertoviejopolicetownstation,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,16434729007440247088,"La Ruedita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,restaurant,1919422794756532278,0.273,1215.4,phone,1,2,shared_signal,+50660280423,+50660280423,,+50660280423,quequilombo.cr,la_ruedita_cr,https://www.tripadvisor.com/Restaurant_Review-g12673094-d15644592-Reviews-Que_Quilombo-Playa_Chiquita_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Rancho Tranquilo - Hone Creek, Limón, Costa Rica",Hone Creek,hotel,3497932895823071906,"Cacao Trails Bole - Hone Creek, Limón, Costa Rica",Hone Creek,tour_company,904701918920547958,0.854,1967.7,name>=0.82,1,2,shared_signal,+50627568198,+50627568186,+50683420647,,rt_hospedaje,cacaotrailsbole,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Restaurante Bar Tamara,Puerto Viejo,restaurant,4015454567044906676,Restaurante Riquísimo,Puerto Viejo,restaurant,9970954456776975626,0.651,16.6,within_30m,1,2,shared_signal,,+50627500367,,,tamararestaurante,riqusimo,https://www.tripadvisor.com/Restaurant_Review-g309265-d2316363-Reviews-Restaurante_Tamara-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,https://www.tripadvisor.com/Restaurant_Review-g309265-d4163712-Reviews-Soda_riquisimo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Shawandha Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,11584809782208466783,El Faro 13,Puerto Viejo,hostel,3318057307050382237,0.160,4641.2,phone,1,2,shared_signal,+50627500018,+27500018,,,,hostelworld,,https://www.hostelworld.com/es/albergues/p/100822/el-faro-13-de-puerto-viejo/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Soda Chang - Sixaola, Limón, Costa Rica",Sixaola,restaurant,12096131897059550769,"Soda Marta - Sixaola, Limón, Costa Rica",Sixaola,restaurant,17548396689353983180,0.886,,name>=0.82,1,2,shared_signal,,+50670406944,,,,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Super Negro Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,shopping,17530375863814220827,"Servicentro Hone Creek - Hone Creek, Limón, Costa Rica",Hone Creek,services,,0.900,321.2,name>=0.82,1,2,shared_signal,+50627500154,,,,,shc,,,not_duplicate_single_signal,Only one weak or fuzzy signal; names and available identity evidence do not establish the same entity.
"Tasty Dayz Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,hostel,8755282126859435083,Mi Casa Hostel y Hotel El Tesoro,Cocles,hotel,13125604731849220414,0.408,33.7,phone,1,2,shared_signal,+50627500128,+50627500128,+50684831022,,tastydayz,mi_casa_hostel_y_hotel_el_tesoro,https://www.tastydayz.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Terrazas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,15602414082115305191,"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,8862541351972983241,0.667,2305.9,phone,1,2,shared_signal,+50627503084,+50627503084,,,terrazasdelcaribehotel,lomasdelcaribevillas,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,17306174628636276319,"Casa Namaitamí - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,8825947300590124587,0.083,,phone,1,2,shared_signal,+50660089241,+50660089241,,,treslodge,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,17306174628636276319,"Three Monkeys - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,6474159768299184830,0.348,,phone,1,2,shared_signal,+50660089241,+50660089241,,,treslodge,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,17306174628636276319,Villa Miagoa,Cocles,hotel,8175642157850375308,0.182,662.1,phone,1,2,shared_signal,+50660089241,+60089241,,,treslodge,,,https://miagoa.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,17566723912022559610,"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,14093799972335896635,0.207,7014.9,whatsapp,1,2,shared_signal,+50664614110,+50662422403,+50664614110,https://wa.me/50664614110,villaabejita,,https://www.decolar.com/hoteis/h-6215541,http://crystaljunglevilla.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,17566723912022559610,RISE Puerto Viejo,Puerto Viejo,real_estate,10602615161199468109,0.267,2190.4,whatsapp,1,2,shared_signal,+50664614110,+50683667578,+50664614110,https://api.whatsapp.com/send?phone=50664614110,villaabejita,,https://www.decolar.com/hoteis/h-6215541,http://risecaribe.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,17566723912022559610,"Villa Elita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,3811950339808245976,0.833,4624.6,name>=0.82,1,2,shared_signal,+50664614110,+50687054250,+50664614110,,villaabejita,villaelita,https://www.decolar.com/hoteis/h-6215541,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,3772885646337615062,"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,vacation_rental,14093799972335896635,0.333,7037.4,whatsapp,1,2,shared_signal,+50664614110,+50662422403,+50664614110,https://wa.me/50664614110,mito,,,http://crystaljunglevilla.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,3772885646337615062,RISE Puerto Viejo,Puerto Viejo,real_estate,10602615161199468109,0.258,2265.6,whatsapp,1,2,shared_signal,+50664614110,+50683667578,+50664614110,https://api.whatsapp.com/send?phone=50664614110,mito,,,http://risecaribe.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villa Elita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,3811950339808245976,"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,tour_company,13961717934939865032,0.114,784.2,phone,1,2,shared_signal,+50687054250,+50687054250,,+50687054250,villaelita,caribe_cr,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Villa Kandulu,Playa Negra,hotel,13333726585970395954,Villa Khalú,Puerto Viejo,hotel,6245678151143547198,0.833,3683.6,name>=0.82,1,2,shared_signal,+64259581,,+50664259581,,kandulu,,https://www.instagram.com/villaskandulucr/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Villa Miagoa,Cocles,hotel,8175642157850375308,"Casa Namaitamí - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,8825947300590124587,0.308,,phone,1,2,shared_signal,+60089241,+50660089241,,,,,https://miagoa.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Villa Miagoa,Cocles,hotel,8175642157850375308,"Three Monkeys - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,6474159768299184830,0.240,,phone,1,2,shared_signal,+60089241,+50660089241,,,,,https://miagoa.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Villa Miagoa,Cocles,hotel,8175642157850375308,"Villa Mango - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,14486288414847239493,0.870,,name>=0.82,1,2,shared_signal,+60089241,+50683701469,,+50683701469,,,https://miagoa.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
