business_name,url,status,error,redirect_url,instagram_url,facebook_url,whatsapp,booking_url,tiktok_url,youtube_url,twitter_url,email
Soda Shekiná,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d12580946-Reviews-Soda_Shekina-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d12580946-Reviews-Soda_Shekina-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Stashu's Con Fusion,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d969594-Reviews-Stashus_con_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d969594-Reviews-Stashus_con_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Johnny's Place,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7131062-Reviews-Johnny_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d7131062-Reviews-Johnny_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Salsa Brava Beach Bar,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d8368375-Reviews-Salsa_Brava-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d8368375-Reviews-Salsa_Brava-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d2218176-Reviews-Caribeans_Coffee_Chocolate-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Attraction_Review-g309265-d2218176-Reviews-Caribeans_Coffee_Chocolate-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Como En Mi Casa Art Cafe,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d5000183-Reviews-Como_en_mi_Casa_Art_Cafe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d5000183-Reviews-Como_en_mi_Casa_Art_Cafe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Gelateria Deelite,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3339874-Reviews-Gelateria_Deelite_Italian_Gelato-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d3339874-Reviews-Gelateria_Deelite_Italian_Gelato-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Pan Pay,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7278300-Reviews-Pan_Pay-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d7278300-Reviews-Pan_Pay-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
"Colono Hone Creek - Hone Creek, Limón, Costa Rica",http://www.colonoconstruccion.com/,200,,https://www.colonoconstruccion.com/,https://www.instagram.com/colono.construccion,https://www.facebook.com/FundacionColono; https://www.facebook.com/colonoconstruccion; https://www.facebook.com/v10.0,,,,https://www.youtube.com/channel/UCR028AIh2-9-rMM9TsaeA7w,https://www.twitter.com/colonoconstrucc,https:infoconstruccion@colonos.com
Mariscos Mopri,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2702923-Reviews-Mopri-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d2702923-Reviews-Mopri-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
"La Casa del Coral - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.coral-conservation.org/,200,,https://coral-conservation.org/,https://instagram.com/coralconservation_cr; https://www.instagram.com/coralconservation_cr; https://www.instagram.com/p; https://www.instagram.com/reel,https://www.facebook.com/coralconservationCR,,,,,,
"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",http://elpuentethebridge.org/,200,,https://elpuentethebridge.org/,,,,,,,,
"We Do Laundry - Hone Creek, Limón, Costa Rica",https://www.instagram.com/washboard.cr/,200,,https://www.instagram.com/washboard.cr/,,,,,,,,
Pure Jungle Spa,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d1427184-Reviews-Pure_Jungle_Spa-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Attraction_Review-g309265-d1427184-Reviews-Pure_Jungle_Spa-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://centroeducativoplayachiquita.com/,200,,https://centroeducativoplayachiquita.com/,https://instagram.com/centroeducativoplayachiquita,https://www.facebook.com/centroeducativo.playachiquitapuntauva,,,,,,https:centroeducativoplayachiquita@gmail.com
Sea Breeze Events,https://www.instagram.com/laselva_pv/?hl=es,200,,https://www.instagram.com/laselva_pv/?hl=es,,,,,,,,
"Surf Meds Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.anrdoezrs.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FAttraction_Review-g1212465-d13531848-Reviews-Surf_Meds_Caribe-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Attraction_Review-g1212465-d13531848-Reviews-Surf_Meds_Caribe-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Surf the Jungle Surf School Adventures,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d10797817-Reviews-Surf_the_Jungle_Surf_School_Adventures-Puerto_Viejo_de_Talamanca_Province_of_Lim.html,403,,https://www.tripadvisor.com/Attraction_Review-g309265-d10797817-Reviews-Surf_the_Jungle_Surf_School_Adventures-Puerto_Viejo_de_Talamanca_Province_of_Lim.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
"Ceibo Adventure - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.tkqlhce.com/click-2369666-12246271?url=https%3A%2F%2Fwww.tripadvisor.ca%2FAttraction_Review-g309265-d25227055-Reviews-Ceibo_Adventure_Caribe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.ca/Attraction_Review-g309265-d25227055-Reviews-Ceibo_Adventure_Caribe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=12246271&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
"Finca Tierra - Playa Cocles, Puerto Viejo, Limón, Costa Rica",http://www.fincatierra.com/,200,,https://fincatierra.com/,https://www.instagram.com/finca.tierra; https://www.instagram.com/p; https://www.instagram.com/reel,http://www.facebook.com/2008; https://www.facebook.com/FincaTierra; https://www.facebook.com/plugins; https://www.facebook.com/tr,,,,https://www.youtube.com/channel/UC9wxIXCof5QRyX4NwIKiKvw,,https:fincatierra@gmail.com; https:user@domain.com
Hidden Garden Ethnobotanical Sanctuary,http://www.hiddengarden.co/,200,,https://hiddengarden.co/,,https://www.facebook.com/hiddengardenwellness,,,,,,https:info@hiddengarden.co
"Punta Uva Dive Center - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g1644063-d1846665-Reviews-Punta_Uva_Dive_Center-Manzanillo_Province_of_Limon.html,403,,https://www.tripadvisor.com/Attraction_Review-g1644063-d1846665-Reviews-Punta_Uva_Dive_Center-Manzanillo_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Caribe Shuttle,https://www.caribeshuttle.com/?utm_source=g-mybusiness&utm_medium=mybusiness-link&utm_campaign=clickass-direct-bookings&utm_id=g-mybusiness-tourdsk-pv,200,,https://www.caribeshuttle.com/?utm_source=g-mybusiness&utm_medium=mybusiness-link&utm_campaign=clickass-direct-bookings&utm_id=g-mybusiness-tourdsk-pv,,https://www.facebook.com/CaribeShuttle,https://wa.me/50685858448,,,,,https:605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; https:8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; https:c183baa23371454f99f417f6616b724d@sentry.wixpress.com; https:dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; https:info@caribeshuttle.com
Puerto Viejo Golf Carts,https://atvpuertoviejo.com/,200,,https://atvpuertoviejo.com/,https://www.instagram.com/puraride_rent,https://www.facebook.com/puraride,,,,,,
ATEC,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d2209012-Reviews-ATEC_Talamancan_Association_of_Ecotourism_and_Conservation_Day_Tours-Puerto_Viejo.html,403,,https://www.tripadvisor.com/Attraction_Review-g309265-d2209012-Reviews-ATEC_Talamancan_Association_of_Ecotourism_and_Conservation_Day_Tours-Puerto_Viejo.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FAttraction_Review-g309265-d8837660-Reviews-Caribe_Fun_Tours-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Attraction_Review-g309265-d8837660-Reviews-Caribe_Fun_Tours-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Gecko Trail Costa Rica,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d1758265-Reviews-Gecko_Trail_Day_Tours-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Attraction_Review-g309265-d1758265-Reviews-Gecko_Trail_Day_Tours-Puerto_Viejo_de_Talamanca_Province_of_Limon.html?cja=11552042&cjp=2369666&cjs=&m=13092&PID=cj_int,,,,,,,,
Caribe Sur Real Estate,http://www.caribesur-realestate.com/,200,,https://caribesurrealestate.com/,https://www.instagram.com/caribesurrealestate,https://www.facebook.com/CaribeSurRealEstate,,,,,https://x.com/caribe_sur,
"Century 21 Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.c21caribe.com/,200,,https://www.c21caribe.com/,https://www.instagram.com/p; https://www.instagram.com/reel,,,,,,,https:info@c21caribe.com
RISE Puerto Viejo,http://risecaribe.com/,200,,https://risecaribe.com/,https://www.instagram.com/risecaribe,https://www.facebook.com/risecaribe; https://www.facebook.com/sharer.php,https://api.whatsapp.com/send?phone=50664614110,,,https://www.youtube.com/channel/UCF8xU7Ax7QKMKSj5rHhIBpQ,https://twitter.com/intent,https:claudia@risecaribe.com; https:hola@risecaribe.com; https:meaghan@risecaribe.com; https:sarah@risecaribe.com; https:shevonne@risecaribe.com
"Pali Supermarket - Hone Creek, Limón, Costa Rica",https://maxipali.co.cr/?utm_source=toplocal&utm_medium=cpm&utm_campaign=preciopaliverano_conceptual_marca&utm_content=txt_1080x1080_macroseason&utm_term=open_home,200,,https://www.maxipali.co.cr/?utm_source=toplocal&utm_medium=cpm&utm_campaign=preciopaliverano_conceptual_marca&utm_content=txt_1080x1080_macroseason&utm_term=open_home,,,https://wa.me/50663646771,,,,,https:ejemplo@mail.com
Watuza,https://www.watuza.pro/blog,200,,https://www.watuza.pro/blog,https://www.instagram.com/cafeteriawatuza,https://www.facebook.com/watuzacafe,,,,,,
El Faro 13,https://www.hostelworld.com/es/albergues/p/100822/el-faro-13-de-puerto-viejo/,200,,https://www.hostelworld.com/es/albergues/p/100822/el-faro-13-de-puerto-viejo/,https://www.instagram.com/hostelworld,https://www.facebook.com/hostelworld,,,https://www.tiktok.com/@hostelworld,,https://twitter.com/Hostelworld_es,https:u002F16050649d85f0a6af342ff29b78dc7ef@o1047055.ingest.sentry.io
Hotel Los Sueños,www.hotellossuenos.com,0,Request URL is missing an 'http://' or 'https://' protocol.,,,,,,,,,
Villa Bukë,https://www.casasdelcaribe.com/alquiler/villa-playa-negra-villa-buke-con-piscina-tropical-414491.html,404,,https://www.casasdelcaribe.com/alquiler/-.html?id=414491&bk=bk_casascaribe&Idioma=ES,,,,,,,,
Casa Badawi,https://airbnb.co.cr/h/casabadawi,200,,https://www.airbnb.co.cr/rooms/1679172105855856167,,,,,,,,
Harmony: Mini Casa Rodante by Aptos Casa Caribe,https://www.aptocasacaribecr.com/,0,connection_error,,,,,,,,,
Hotel Cariblue,https://www.cariblue.com/,200,,https://cariblue.com/,https://www.instagram.com/caribluehotel,https://www.facebook.com/caribluehotel,https://wa.me/50683141965,,https://www.tiktok.com/@caribluehotelcr,https://www.youtube.com/@caribluehotelcocles,,https:info@cariblue.com; https:reservations@cariblue.com
Hotel Posada Nena,https://www.posadanena.com/,200,,https://www.posadanena.com/en,,,,,,,,https:info@posadanena.com
Hotel Sunshine Caribe,https://www.booking.com/hotel/cr/sunshine-caribe.en-gb.html,202,,https://www.booking.com/hotel/cr/sunshine-caribe.en-gb.html,,,,,,,,
Las Mariposas,https://www.facebook.com/CabinasLasMariposas,400,,https://www.facebook.com/CabinasLasMariposas,,,,,,,,
Le Cameleon Boutique Hotel,https://www.lecameleonhotel.com/,200,,https://www.lecameleonhotel.com/,https://www.instagram.com/lecameleonhotel,https://www.facebook.com/lecameleonhotel,,,,https://www.youtube.com/channel/UCUgkyqqszmHmrYwfCIDb7ZQ,,https:reservations@lecameleonhotel.com
Paula's and Daniel's Homestay,http://www.elclanhostel.com/,200,,http://www.elclanhostel.com/en/,,,,,,,,https:admin@elclanhostel.com
Totem Hotel Resort & Restaurant,http://www.totemhotel.com/es/,403,,https://parking.onamae.com/?domain=www.totemhotel.com,,,,,,,,
Vista Verde,https://www.booking.com/hotel/cr/vista-verde.en-gb.html?aid=356980,202,,https://www.booking.com/hotel/cr/vista-verde.en-gb.html?aid=356980,,,,,,,,
Café Rico,https://cometocaferico.com/,200,,https://cometocaferico.com/,https://www.instagram.com/cafericocostarica,https://www.facebook.com/CafeRicoCostaRica,,,,https://www.youtube.com/@ComeToCafeRico,,https:info@cometocaferico.com
Chili Rojo,https://www.tripadvisor.com/Restaurant_Review-g309265-d1509837-Reviews-Chile_Rojo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,403,,https://www.tripadvisor.com/Restaurant_Review-g309265-d1509837-Reviews-Chile_Rojo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,,,
Restaurante Cariblue,https://cariblue.com/service/restaurante/,404,,https://cariblue.com/service/restaurante/,,,,,,,,
Río Negro,https://www.casariocr.com/,200,,https://www.casariocr.com/,https://www.instagram.com/casario.cr; https://www.instagram.com/wixstudio,,,,,,,https:0c52cb89aa4d4154857a1584b6701db6@sentry.wixpress.com; https:1689329078444118ba5ee5234e87bd81@sentry.wixpress.com; https:18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; https:5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; https:605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; https:7025fe2ce4ed466a9751d9607bc63a44@sentry.wixpress.com; https:8c4075d5481d476e945486754f783364@sentry.io; https:9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; https:b4928a7ca6b9454192554f7a3911fd68@sentry.wixpress.com; https:c5095236fd2e4b8fae9ed6d73cdd81a3@sentry.wixpress.com; https:d44fb01cd7e74726be3bf46f5e32f60e@sentry.wixpress.com; https:e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com; https:timtimhalley@gmail.com; https:toboldstudio@gmail.com
Jungle Air Parapente,https://jungleaircr.com/,0,timeout,,,,,,,,,
Panadería Francés,alain01barisy@gmail.com,0,Request URL is missing an 'http://' or 'https://' protocol.,,,,,,,,,
Ecotourism and Conservation Association of Talamanca,https://ateccr.org/,200,,https://ateccr.org/,https://www.instagram.com/atec_ong,https://www.facebook.com/ongatec,,,,,,https:ongatec@gmail.com
Refugio de animales Jaguar,https://www.jaguarrescue.foundation/,200,,https://www.jaguarrescue.foundation/en-us/,https://www.instagram.com/jaguarrescuecentercr,https://www.facebook.com/ABCNews; https://www.facebook.com/JaguarRescueCenter; https://www.facebook.com/degustibusbakery; https://www.facebook.com/tr,,,https://www.tiktok.com/@jaguarrescuecenter,,,https:info@jaguarrescue.foundation
Hotel Villas y Glamping M&A,https://villasmya.com/,200,,https://villasmya.com/,https://www.instagram.com/villasmya,https://www.facebook.com/hotelvillasmya,https://api.whatsapp.com/send?phone=50663517444,,https://www.tiktok.com/@hotelvillasmya,https://www.youtube.com/@hotelvillasyglampingsmya,,https:reservas@villasmya.com
Yerbas Concepto Culinario,https://www.instagram.com/yerbas.concepto?igsh=dDJnYXZwYWkzZmd6&utm_source=qr,200,,https://www.instagram.com/yerbas.concepto?igsh=dDJnYXZwYWkzZmd6&utm_source=qr,,,,,,,,
Abba Home,https://www.abbahomepuertoviejo.com/,200,,https://www.abbahomepuertoviejo.com/en/,https://www.instagram.com/abbahome_puertoviejo,,,,,,,https:abbahome1982@gmail.com
ALMA Masajes,https://www.instagram.com/almamassage_costarica/profilecard/?igsh=MTl2eWFneno5bnM1Ng==,200,,https://www.instagram.com/almamassage_costarica/profilecard/?igsh=MTl2eWFneno5bnM1Ng==,,,,,,,,
Ariel Apartment's,https://www.facebook.com/share/a4N6Bhv8g9ScsUZV/?mibextid=WC7FNe,400,,https://www.facebook.com/share/a4N6Bhv8g9ScsUZV/?mibextid=WC7FNe,,,,,,,,
Beauty Ritual Spa,https://beauty-ritual1.webnode.cr/,200,,https://beauty-ritual1.webnode.cr/,,,,,,,,https:beautyritualspa@gmail.com; https:contacto@ejemplo.com
Blue Dreams Hotel,https://www.lecameleonhotel.com/,200,,https://www.lecameleonhotel.com/,https://www.instagram.com/lecameleonhotel,https://www.facebook.com/lecameleonhotel,,,,https://www.youtube.com/channel/UCUgkyqqszmHmrYwfCIDb7ZQ,,https:reservations@lecameleonhotel.com
Cabinas Bambu,https://www.facebook.com/cabinasbambu?mibextid=ZbWKwL,400,,https://www.facebook.com/cabinasbambu?mibextid=ZbWKwL,,,,,,,,
Cabinas Yemanya,http://cabinasyemanya.com/,200,,http://cabinasyemanya.com/,,,,,,,,https:name@example.com
Caribbean Blue Morpho Casitas,https://www.caribbeanbluemorpho.com/,404,,https://www.caribbeanbluemorpho.com/,,,,,,,,
Caribbean Hill Villas,https://caribbeanhillvillas.com/,200,,https://caribbeanhillvillas.com/,https://www.instagram.com/caribbeanhillvillas.cr,https://www.facebook.com/profile.php,https://wa.me/50664365454,,,,,https:hola@caribbeanhillvillas.com; https:wweeiihhuuaanngg@gmail.com
CaribeZen,https://caribezen.com/,0,connection_error,,,,,,,,,
Casa Amma,http://www.ammacostarica.blogspot.com/,200,,http://ammacostarica.blogspot.com/,,https://www.facebook.com/motherskitchenusa,,,,,,https:casa9amma@gmail.com; https:motherskitchen@ammagroups.org
Casa Chilamate Day House,https://br.bluepillow.com/search/64861e527f7e24c192301f96?dest=bkng&cat=House&lat=9.75005&lng=-82.88442&language=pt,200,,https://br.bluepillow.com/search/64861e527f7e24c192301f96?dest=bkng&cat=House&lat=9.75005&lng=-82.88442&language=pt,,,,,,,,https:angelin.sirbu@gmail.com; https:jusasi@gmail.com; https:rzajac@gmail.com; https:s.giordani@bluepillow.com; https:valentin@hervieu.me
Casa Pallaita,https://br.bluepillow.com/search/627d265ddf4f49af9b34a708?dest=bkng&cat=House&lat=9.64945&lng=-82.7518&language=pt,200,,https://br.bluepillow.com/search/627d265ddf4f49af9b34a708?dest=bkng&cat=House&lat=9.64945&lng=-82.7518&language=pt,,,,,,,,https:angelin.sirbu@gmail.com; https:jusasi@gmail.com; https:rzajac@gmail.com; https:s.giordani@bluepillow.com; https:valentin@hervieu.me
Casa Pallalita,https://br.bluepillow.com/search/627d265ddf4f49af9b34a708?dest=bkng&cat=House&lat=9.64945&lng=-82.7518&language=pt,200,,https://br.bluepillow.com/search/627d265ddf4f49af9b34a708?dest=bkng&cat=House&lat=9.64945&lng=-82.7518&language=pt,,,,,,,,https:angelin.sirbu@gmail.com; https:jusasi@gmail.com; https:rzajac@gmail.com; https:s.giordani@bluepillow.com; https:valentin@hervieu.me
Casa Palliata,https://www.facebook.com/Casa-Palliata-101018011304702/,400,,https://www.facebook.com/Casa-Palliata-101018011304702/,,,,,,,,
Casa Pallita,https://br.bluepillow.com/search/627d265ddf4f49af9b34a708?dest=bkng&cat=House&lat=9.64945&lng=-82.7518&language=pt,200,,https://br.bluepillow.com/search/627d265ddf4f49af9b34a708?dest=bkng&cat=House&lat=9.64945&lng=-82.7518&language=pt,,,,,,,,https:angelin.sirbu@gmail.com; https:jusasi@gmail.com; https:rzajac@gmail.com; https:s.giordani@bluepillow.com; https:valentin@hervieu.me
Casitas Batsú,https://www.instagram.com/casitasbatsu_costarica/,200,,https://www.instagram.com/casitasbatsu_costarica/,,,,,,,,
CHOCORART,https://www.facebook.com/chocorart/,400,,https://www.facebook.com/chocorart/,,,,,,,,
Cirrus Sky Paragliding CR,https://cirrusskyparaglidi.wixsite.com/cirrus-paragliding-c,200,,https://cirrusskyparaglidi.wixsite.com/cirrus-paragliding-c,https://www.instagram.com/cirrus.paraglidingcr,,https://api.whatsapp.com/send?phone=50671091388; https://wa.me/50662009470; https://wa.me/50671091388,,,,,https:2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; https:605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; https:8c4075d5481d476e945486754f783364@sentry.io; https:bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com; https:c183baa23371454f99f417f6616b724d@sentry.wixpress.com; https:cirrussky.paraglidingcr@gmail.com; https:dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com
Da Lime Beach Club & Restaurant at Hotel Aguas Claras,https://hotelaguasclaras.com/amenities/,200,,https://hotelaguasclaras.com/amenities/,https://www.instagram.com/hotelaguasclaras,https://www.facebook.com/hotelaguasclarascostarica; https://www.facebook.com/tr,,,,,,https:dana.cohen.pr@gmail.com; https:info@islapalenque.com
FISIOTERAPIA Agustin cuya,https://acuyafisio.com/,200,,https://www.acuyafisio.com/,https://www.instagram.com/acuya.physio,,https://wa.me/50663763084,,,,,https:agustincuya@outlook.com
Hawaiian Massage,https://lomimassage.one/,200,,https://www.lomimassage.one/,https://www.instagram.com/hawaiian.massage.ceremonies; https://www.instagram.com/lomimassage.one,,https://wa.me/50688002367,,,,,https:daniel@lomimassage.one
Izzy Rides CR,https://www.instagram.com/izzyridescr/,200,,https://www.instagram.com/izzyridescr/,,,,,,,,
Ka Namu,http://www.namuhotelpuertoviejo.com/,200,,https://namuhotelpuertoviejo.com/,https://www.instagram.com/namugardenhotelspa,https://www.facebook.com/profile.php; https://www.facebook.com/tr,https://wa.me/50687896070,,https://www.tiktok.com/@namugardenhotelspa,,,https:reservations@namuhotelpuertoviejo.com
Katuk,https://www.instagram.com/katuk.puertoviejo?igsh=Ynd3YnEzYmZ6Mmt3,200,,https://www.instagram.com/katuk.puertoviejo?igsh=Ynd3YnEzYmZ6Mmt3,,,,,,,,
La Pecora Nera Ristorante,https://puertoviejo.com/la-pecora-nera/,0,timeout,,,,,,,,,
La Selva PV Events,https://www.instagram.com/laselva_pv/?hl=es,200,,https://www.instagram.com/laselva_pv/?hl=es,,,,,,,,
Mishka Lodge,http://www.mishkhalodge.com/,0,connection_error,,,,,,,,,
Morpho Casitas,https://www.caribbeanbluemorpho.com/,404,,https://www.caribbeanbluemorpho.com/,,,,,,,,
Paragliding CR,https://cirrusskyparaglidi.wixsite.com/cirrus-paragliding-c,200,,https://cirrusskyparaglidi.wixsite.com/cirrus-paragliding-c,https://www.instagram.com/cirrus.paraglidingcr,,https://api.whatsapp.com/send?phone=50671091388; https://wa.me/50662009470; https://wa.me/50671091388,,,,,https:2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; https:605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; https:8c4075d5481d476e945486754f783364@sentry.io; https:bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com; https:c183baa23371454f99f417f6616b724d@sentry.wixpress.com; https:cirrussky.paraglidingcr@gmail.com; https:dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com
Pure Life Sanctuary,https://purelifesanctuary.com/,200,,https://purelifesanctuary.com/,,,,,,,,https:vin@purelifesanctuary.com
Repazul,http://azulbeachclub.com/,200,,https://www.bananaazul.com/azul-bar-grill,https://instagram.com/hotelbananaazul,https://facebook.com/BananaAzul,,,,,,
RETIRO VERDE,https://thehoteldetail.eu/residencias-10-85-costa-rica,200,,https://amazing.katestravelexperience.eu/residencias-10-85-costa-rica?correlationID=c17bdadc-2451-4c58-ba3e-ea043d5876b9,,,,,,,,
Rico Tico Tours,http://www.ricoticotours.com/,200,,https://www.ricoticotours.com/,,,,,,,,https:18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; https:2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; https:271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; https:460ff4620fa44cba8df530afde949785@sentry.wixpress.com; https:5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com; https:605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; https:78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; https:88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; https:8c4075d5481d476e945486754f783364@sentry.io; https:8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; https:9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; https:a18507e8883842d8a1ba47257fee81ac@sentry.wixpress.com; https:bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com; https:c183baa23371454f99f417f6616b724d@sentry.wixpress.com; https:dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; https:ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; https:email@example.com; https:example@mysite.com; https:info@mysite.com; https:ricoticotours@gmail.com
