name,category,lat,lon,tags
Escuela Këköldi,services,9.6170422,-82.7699981,"{""addr:city"": ""Cahuita"", ""amenity"": ""school"", ""name"": ""Escuela Këköldi""}"
policía,services,9.6493702,-82.7760926,"{""amenity"": ""police"", ""name"": ""policía""}"
Farmacia Don Manuel,services,9.6442808,-82.7329389,"{""addr:city"": ""Cocles, Talamanca"", ""addr:housenumber"": ""Ruta 36 contiguo al Super Negro"", ""addr:postcode"": ""70403"", ""amenity"": ""pharmacy"", ""dispensing"": ""yes"", ""drive_through"": ""no"", ""healthcare"": ""pharmacy"", ""name"": ""Farmacia Don Manuel"", ""opening_hours"": ""Mo-Su 08:00-21:00"", ""wheelchair"": ""yes""}"
Ecobikes del Caribe,services,9.6587504,-82.7504797,"{""amenity"": ""bicycle_rental"", ""check_date"": ""2024-12-05"", ""name"": ""Ecobikes del Caribe""}"
Jungle Air Parapente,shopping,9.6577124,-82.7552944,"{""addr:street"": ""Calle 215"", ""check_date"": ""2024-04-23"", ""name"": ""Jungle Air Parapente"", ""old_name"": ""Reefrunners Diving"", ""phone"": ""+506 8403 8717"", ""shop"": ""travel_agency""}"
shopping,shopping,9.6558109,-82.7555686,"{""amenity"": ""marketplace"", ""name"": ""shopping"", ""source"": ""KG Ground Survey 2015""}"
Ferretería San Franciaco,shopping,9.6533189,-82.7684784,"{""name"": ""Ferretería San Franciaco"", ""shop"": ""doityourself""}"
Saturday feria,shopping,9.6571165,-82.7545751,"{""amenity"": ""marketplace"", ""name"": ""Saturday feria""}"
Coco's Tienda,shopping,9.65566,-82.7552988,"{""addr:city"": ""Puerto Viejo"", ""addr:street"": ""Avenida 71"", ""name"": ""Coco's Tienda"", ""shop"": ""clothes"", ""source"": ""KG Ground Survey 2015""}"
Ivonitos Place,shopping,9.6575118,-82.7532126,"{""addr:city"": ""Puerto Viejo"", ""addr:street"": ""Avenida 71"", ""name"": ""Ivonitos Place"", ""shop"": ""bakery"", ""source"": ""KG Ground Survey 2015""}"
Planeta Verde,shopping,9.657228,-82.7547346,"{""name"": ""Planeta Verde"", ""shop"": ""clothes""}"
ciclo puerto,shopping,9.6550794,-82.7547189,"{""amenity"": ""restaurant"", ""name"": ""ciclo puerto"", ""name:es"": ""Soda Tayito"", ""shop"": ""bicycle""}"
M'Shell,shopping,9.6548312,-82.7546097,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""shop"", ""name"": ""M'Shell"", ""shop"": ""rental""}"
La Negrita,shopping,9.6531646,-82.7625155,"{""name"": ""La Negrita"", ""shop"": ""convenience""}"
Panadería Francés,shopping,9.6447588,-82.7289754,"{""addr:street"": ""Cocles"", ""description"": ""Pan artesanal, francés"", ""name"": ""Panadería Francés"", ""phone"": ""84983901"", ""shop"": ""bakery"", ""website"": ""alain01barisy@gmail.com""}"
Paula's and Daniel's Juice Bar,shopping,9.6567629,-82.7440002,"{""name"": ""Paula's and Daniel's Juice Bar"", ""shop"": ""beverages""}"
Súper Negro,shopping,9.6560345,-82.7982712,"{""addr:postcode"": ""70401"", ""addr:street"": ""Hone Creek"", ""name"": ""Súper Negro"", ""name:en"": ""Super Black"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""shop"": ""convenience""}"
Choco,shopping,9.6572947,-82.753583,"{""contact:facebook"": ""https://www.facebook.com/www.cho.co.cr"", ""contact:instagram"": ""https://www.instagram.com/cho.co.cr/"", ""contact:whatsapp"": ""+506 6363 4274"", ""email"": ""info@cho.co.cr"", ""name"": ""Choco"", ""phone"": ""+506 600 7258"", ""shop"": ""chocolate"", ""website"": ""https://cho.co.cr""}"
El Rincón del Pan,shopping,9.643105,-82.7232987,"{""name"": ""El Rincón del Pan"", ""shop"": ""bakery""}"
Súper Cocles,shopping,9.6448173,-82.7342104,"{""addr:city"": ""Cahuita"", ""addr:street"": ""Vía 256"", ""name"": ""Súper Cocles"", ""shop"": ""supermarket""}"
Panaderia Tradicional,shopping,9.6442066,-82.7311168,"{""name"": ""Panaderia Tradicional"", ""shop"": ""bakery""}"
Super Pirikiki.,shopping,9.6443965,-82.7334393,"{""name"": ""Super Pirikiki."", ""opening_hours"": ""Su-Sa 07:00-21:00"", ""shop"": ""supermarket""}"
Soul Zen Massage,shopping,9.6523137,-82.7649806,"{""check_date"": ""2023-02-06"", ""name"": ""Soul Zen Massage"", ""payment:cards"": ""no"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""no"", ""payment:debit_cards"": ""no"", ""shop"": ""massage"", ""source"": ""survey"", ""wheelchair"": ""no""}"
ciclo cocles,shopping,9.6557741,-82.7547579,"{""name"": ""ciclo cocles"", ""shop"": ""bicycle""}"
Bustickets Mepe,shopping,9.6568271,-82.7556813,"{""name"": ""Bustickets Mepe"", ""opening_hours"": ""Mo-Su 07:00-16:45"", ""shop"": ""ticket""}"
Tienda Caribe,shopping,9.6564159,-82.7541589,"{""check_date"": ""2024-04-26"", ""name"": ""Tienda Caribe"", ""shop"": ""clothes""}"
Rios Vegan Food,shopping,9.6564271,-82.7546477,"{""check_date"": ""2024-12-04"", ""diet:gluten_free"": ""yes"", ""diet:vegan"": ""only"", ""level"": ""0"", ""name"": ""Rios Vegan Food"", ""opening_hours"": ""Mo-Fr 07:00-19:00; Sa-Su off"", ""shop"": ""bakery""}"
Explorades Outdoors,shopping,9.6589439,-82.7505901,"{""check_date"": ""2024-12-06"", ""name"": ""Explorades Outdoors"", ""shop"": ""travel_agency""}"
Panaiera,shopping,9.655541,-82.7554111,"{""name"": ""Panaiera"", ""shop"": ""supermarket""}"
Ecotourism and Conservation Association of Talamanca,tour_company,9.6571815,-82.7542969,"{""designation"": ""ATEC"", ""name"": ""Ecotourism and Conservation Association of Talamanca"", ""tourism"": ""information""}"
nature park - Vivero,tour_company,9.6504566,-82.7596226,"{""name"": ""nature park - Vivero"", ""tourism"": ""viewpoint""}"
Refugio de animales Jaguar,tour_company,9.6420923,-82.7232243,"{""email"": ""info@jaguarrescue.foundation"", ""name"": ""Refugio de animales Jaguar"", ""name:en"": ""Jaguar Rescue Center"", ""opening_hours"": ""Mo-Sa 09:30-11:30"", ""phone"": ""+5062750-0710"", ""tourism"": ""attraction"", ""website"": ""https://www.jaguarrescue.foundation/"", ""wikidata"": ""Q6122901""}"
Mirador Piedra Cocles,tour_company,9.6565743,-82.7412058,"{""name"": ""Mirador Piedra Cocles"", ""name:en"": ""Cocles Rock Viewpoint"", ""name:es"": ""Mirador Piedra Cocles"", ""tourism"": ""viewpoint""}"
Increíble vista detrás,tour_company,9.6436501,-82.7234025,"{""name"": ""Increíble vista detrás"", ""name:es"": ""Increíble vista detrás una increíble panadería!"", ""tourism"": ""viewpoint""}"
Templo Evangélico,unknown,9.6433437,-82.7209457,"{""amenity"": ""place_of_worship"", ""name"": ""Templo Evangélico"", ""religion"": ""christian""}"
CicloCocles,unknown,9.6562175,-82.7538684,"{""addr:street"": ""Puerto Viejo de Limón, esquinero de renta car ALAMO"", ""amenity"": ""motorcycle_rental"", ""check_date"": ""2024-04-26"", ""name"": ""CicloCocles""}"
Asociación de Desarrollo Integral de la Reserva Indígena Bribri de Keköldi,unknown,9.6173666,-82.7689494,"{""addr:city"": ""Cahuita"", ""addr:street"": ""Calle Këköldi"", ""amenity"": ""townhall"", ""name"": ""Asociación de Desarrollo Integral de la Reserva Indígena Bribri de Keköldi"", ""townhall:type"": ""city""}"
Bus to San Jose,unknown,9.6567677,-82.7558186,"{""amenity"": ""bus_station"", ""bus"": ""yes"", ""name"": ""Bus to San Jose"", ""operator"": ""Mepe"", ""public_transport"": ""station""}"
Cocles Bikeshop,unknown,9.6589248,-82.7506486,"{""amenity"": ""motorcycle_rental"", ""check_date"": ""2024-12-06"", ""name"": ""Cocles Bikeshop""}"
Hotel Villas y Glamping M&A,vacation_rental,9.6344826,-82.7396265,"{""addr:city"": ""Puerto Viejo de Talamanca"", ""addr:postcode"": ""70403"", ""addr:street"": ""CALLE EL TUCAN"", ""name"": ""Hotel Villas y Glamping M&A"", ""tourism"": ""camp_site""}"
