pvs_name,osm_name,match_score,pvs_category,osm_category,pvs_area,osm_lat,osm_lon,pvs_instagram,pvs_phone,pvs_verified,pvs_url
"Otra Vez - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,otravezplayachiquita,+506 2750 0162,2026-02-19,https://www.puertoviejosatellite.com/en/playa-chiquita/otra-vez/
"El Pampa Asador - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Negra,9.6566557,-82.7433858,,+506 6274 1880,2025-10-01,https://www.puertoviejosatellite.com/en/playa-negra/el-pampa-asador/
Paradise Comida Caribeña,Cocomar Comida Caribeña,0.7,restaurant,restaurant,Puerto Viejo,9.6569001,-82.7546627,paradisepuertoviejo,+506 8467 3550,2026-03-31,https://www.puertoviejosatellite.com/en/puerto-viejo/paradise-comida-caribena/
"Pecora Nera - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Pecora nera,0.7,restaurant,restaurant,Cocles,9.6434769,-82.7293552,lapecoraneracr,+506 8402 2335,2025-08-17,https://www.puertoviejosatellite.com/en/cocles/pecora-nera/
"Pizzeria Pulcinella - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,elnidoepulecenella,+506 2756 8274,2025-09-03,https://www.puertoviejosatellite.com/en/playa-chiquita/pizzeria-pulcinella/
Port Vell,Port Vell,1.0,restaurant,restaurant,Puerto Viejo,9.6565428,-82.7555551,portvellcr,+506 6038 8624,2026-03-31,https://www.puertoviejosatellite.com/en/puerto-viejo/port-vell/
"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,puragularestaurante,+506 8634 6404,2025-08-30,https://www.puertoviejosatellite.com/en/playa-chiquita/pura-gula-restaurant/
"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,quequilombo.cr,+506 6028 0423,2025-07-01,https://www.puertoviejosatellite.com/en/playa-chiquita/que-quilombo/
"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Punta Uva,9.6566557,-82.7433858,,+506 2759 9007,2025-07-31,https://www.puertoviejosatellite.com/en/punta-uva/el-refugio-grill/
"Reggae Chill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Cocles,9.6566557,-82.7433858,reggaechill,+506 7038 6231,2025-08-22,https://www.puertoviejosatellite.com/en/cocles/reggae-chill/
"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,elrinconporteno_pv,+506 8499 2651,2025-08-31,https://www.puertoviejosatellite.com/en/playa-chiquita/el-rincon-porteno/
Roly Caribbean Food,Joe Caribbean Food,0.7,restaurant,restaurant,Puerto Viejo,9.6581874,-82.7520586,roly.caribbean.food,+506 6090 8066,2026-04-02,https://www.puertoviejosatellite.com/en/puerto-viejo/roly-caribbean-food/
"La Ruedita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,la_ruedita_cr,+506 6028 0423,2025-09-03,https://www.puertoviejosatellite.com/en/playa-chiquita/la-ruedita/
"Selvin's Restaurant and Cabinas - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,restaurant,hostel,Punta Uva,9.657612,-82.7519744,selvinsrestauranteycabinas,,2025-09-18,https://www.puertoviejosatellite.com/en/punta-uva/selvins-restaurant-and-cabinas/
El Sendero Beach Club,El Sendero,0.7,restaurant,restaurant,Puerto Viejo,9.658987,-82.750817,senderobeachclub,+506 8635 4721,2026-05-21,https://www.puertoviejosatellite.com/en/puerto-viejo/el-sendero-beach-club/
"Soda Playa Chiquita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,,,2025-09-01,https://www.puertoviejosatellite.com/en/playa-chiquita/soda-playa-chiquita/
"El Sol del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,restaurant,shopping,Cocles,9.6575838,-82.7979967,resta_soldelcaribe,+506 2750 2048,2025-08-05,https://www.puertoviejosatellite.com/en/cocles/el-sol-del-caribe/
"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,spicycoconutpv,+506 2750-0584,2025-12-10,https://www.puertoviejosatellite.com/en/playa-chiquita/spicy-coconut/
Stashu's Con Fusion,Stashu‘s con fusion,1.0,restaurant,restaurant,Puerto Viejo,9.6569004,-82.7541777,stashusconfusion,+506 8385-6887,2026-03-08,https://www.puertoviejosatellite.com/en/puerto-viejo/stashus-con-fusion/
"Sushi Wave - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Cocles,9.6566557,-82.7433858,sushiwavecocles,+506 8651 3100,2025-09-01,https://www.puertoviejosatellite.com/en/cocles/sushi-wave/
"Zaika Bar & Grill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Cocles,9.6566557,-82.7433858,zaikacocles,+506 8800 7708,2025-07-15,https://www.puertoviejosatellite.com/en/cocles/zaika-bar-and-grill/
"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Chiquita,9.6566557,-82.7433858,,+506 2750 0131,2025-07-15,https://www.puertoviejosatellite.com/en/playa-chiquita/da-lime-beach-club-and-restaurant/
Green Jaguar Irish Gastro Pub,Green Jaguar,0.7,restaurant,restaurant,Puerto Viejo,9.6572996,-82.7523353,greenjaguar.pv,+506 8835 4041,2026-03-15,https://www.puertoviejosatellite.com/en/puerto-viejo/green-jaguar-irish-gastro-pub/
Johnny's Place,Johnny's Place,1.0,restaurant,restaurant,Puerto Viejo,9.6580098,-82.7551136,johnnysplacepv,+506 2750 0200,2026-03-05,https://www.puertoviejosatellite.com/en/puerto-viejo/johnnys-place/
"Playa Negra Brewing - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2750 0690,2025-07-16,https://www.puertoviejosatellite.com/en/playa-negra/playa-negra-brewing/
"Baya Baya Café - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Cocles,9.6566557,-82.7433858,bayabaya.puertoviejo,+506 8702 5114,2026-05-25,https://www.puertoviejosatellite.com/en/cocles/baya-baya-cafe/
Bread and Chocolate,Bread & Chocolate,0.7,restaurant,restaurant,Puerto Viejo,9.6564184,-82.7538408,,+506 2750-0723,2026-02-11,https://www.puertoviejosatellite.com/en/puerto-viejo/bread-and-chocolate/
"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Cocles,9.6566557,-82.7433858,cafedelmar.pv,+506 6429 7402,2025-09-26,https://www.puertoviejosatellite.com/en/cocles/cafe-del-mar/
"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,restaurant,hostel,Cocles,9.6566557,-82.7433858,caribeanscr,+506 2750-0504,2025-07-17,https://www.puertoviejosatellite.com/en/cocles/caribeans-coffee-and-chocolate/
Como En Mi Casa Art Cafe,Como en mi Casa,0.7,restaurant,restaurant,Puerto Viejo,9.6574401,-82.7549364,comoenmicasaartcafe,+506 6069 6319,2026-03-24,https://www.puertoviejosatellite.com/en/puerto-viejo/como-en-mi-casa-art-cafe/
Gelateria Deelite,Gelateria Deelite,1.0,restaurant,restaurant,Puerto Viejo,9.6565116,-82.7558203,gelateriadeelite,+506 8429 1667,2026-02-23,https://www.puertoviejosatellite.com/en/puerto-viejo/gelateria-deelite/
Ocho Nani,Ocho Nani,1.0,restaurant,restaurant,Puerto Viejo,9.6576052,-82.7552791,,+506 8928 8272,2026-02-17,https://www.puertoviejosatellite.com/en/puerto-viejo/ocho-nani/
Sweet Moments,Heladería Sweet Moments,0.7,restaurant,restaurant,Puerto Viejo,9.6570165,-82.7540614,,+506 8994 7497,2025-08-13,https://www.puertoviejosatellite.com/en/puerto-viejo/sweet-moments/
"Ecolavacar del Caribe - Hone Creek, Limón, Costa Rica",Frutas del Caribe,0.7,services,shopping,Hone Creek,9.6575838,-82.7979967,ecolavacar_caribe,+506 6348 7049,2025-09-29,https://www.puertoviejosatellite.com/en/hone-creek/ecolavacar-del-caribe/
"La Casa del Coral - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,services,hostel,Cocles,9.657612,-82.7519744,coralconservation_cr,,2025-08-19,https://www.puertoviejosatellite.com/en/cocles/la-casa-del-coral/
"Chamber of Tourism and Commerce Caribe Sur - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Playa Negra,9.6566557,-82.7433858,catccas,+506 2750 3117,2025-07-04,https://www.puertoviejosatellite.com/en/playa-negra/chamber-of-tourism-and-commerce-caribe-sur/
"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Playa Negra,9.6566557,-82.7433858,elpuentethebridge,+506 8771 9702,2025-07-12,https://www.puertoviejosatellite.com/en/playa-negra/el-puente-the-bridge/
"Puerto Viejo Police Station - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2750 0230,2025-02-01,https://www.puertoviejosatellite.com/en/playa-negra/puerto-viejo-police-station/
Puerto Viejo Police Town Station,Selina Puerto Viejo,0.7,services,hostel,Puerto Viejo,9.6566557,-82.7433858,,,2025-02-15,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-police-town-station/
Banco de Costa Rica Puerto Viejo,Selina Puerto Viejo,0.7,services,hostel,Puerto Viejo,9.6566557,-82.7433858,,+506 2750-0707,2026-03-20,https://www.puertoviejosatellite.com/en/puerto-viejo/banco-de-costa-rica-puerto-viejo/
Caribe Dental,Caribe Dental,1.0,services,services,Puerto Viejo,9.6566883,-82.7540063,,+506 8819-9975,2026-02-24,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-dental/
"Laboratorio Clínico Leysa - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Playa Negra,9.6566557,-82.7433858,,+506 8655 5082,2025-08-01,https://www.puertoviejosatellite.com/en/playa-negra/laboratorio-clinico-leysa/
Washboard,Washboard,1.0,services,shopping,Puerto Viejo,9.6585203,-82.7483919,washboard.cr,+506 6080 5555,2026-02-09,https://www.puertoviejosatellite.com/en/puerto-viejo/washboard/
Cosmos Puerto Viejo Tattoo,Selina Puerto Viejo,0.7,services,hostel,Puerto Viejo,9.6566557,-82.7433858,cosmos.puertoviejotattoo,+506 8483 3243,2026-03-28,https://www.puertoviejosatellite.com/en/puerto-viejo/cosmos-puerto-viejo-tattoo/
"Indulgence Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,_indulgencespa,+506 2750 0536,2025-09-02,https://www.puertoviejosatellite.com/en/cocles/indulgence-spa/
"Kona Wellness Shala - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,konashala,+506 8686 5662,2025-10-22,https://www.puertoviejosatellite.com/en/cocles/kona-wellness-shala/
"Octo Salon - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Playa Chiquita,9.6566557,-82.7433858,octosalon,+506 6314 4363,2025-08-19,https://www.puertoviejosatellite.com/en/playa-chiquita/octo-salon/
"Pure Love Liberation - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,pureloveliberation,+506 8493 3668,2025-08-02,https://www.puertoviejosatellite.com/en/cocles/pure-love-liberation/
"Surya Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,,+506 8697 9863,2025-07-23,https://www.puertoviejosatellite.com/en/cocles/surya-spa/
Vol'Air Dance Studio,Vol‘Air,0.7,services,unknown,Puerto Viejo,9.6574938,-82.7544689,volairpuertoviejo,+506 8301 9933,2026-04-01,https://www.puertoviejosatellite.com/en/puerto-viejo/vol-air-dance-studio/
Puerto Viejo Dogs,Selina Puerto Viejo,0.7,services,hostel,Puerto Viejo,9.6566557,-82.7433858,,+506 2756 8306,2026-04-03,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-dogs/
Puerto Viejo Bike Rentals,Puerto Viejo Bike Rentals,1.0,services,shopping,Puerto Viejo,9.6569665,-82.7555291,puertoviejobikerentals,+506 7264 7530,2026-02-20,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-bike-rentals/
"Pura Ride by Ciclo Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,puraride_rent,+506 8825 9227,2025-08-20,https://www.puertoviejosatellite.com/en/cocles/pura-ride-by-ciclo-cocles/
"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Playa Chiquita,9.6566557,-82.7433858,caribesur_school,+506 2750 0754,2025-10-01,https://www.puertoviejosatellite.com/en/playa-chiquita/centro-educativo-playa-chiquita-punta-uva/
"Proyecto Educativo Semillas de Paz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Playa Chiquita,9.6566557,-82.7433858,,+506 2756 8325,2025-09-05,https://www.puertoviejosatellite.com/en/playa-chiquita/proyecto-educativo-semillas-de-paz/
Spanish School Pura Vida,Spanish School,0.7,services,services,Puerto Viejo,9.6551413,-82.7532075,,+506 8570 9768,2026-03-02,https://www.puertoviejosatellite.com/en/puerto-viejo/spanish-school-pura-vida/
"Veronica's Place Cooking Class - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,,+506 8918 3238,2025-06-13,https://www.puertoviejosatellite.com/en/cocles/veronicas-place-cooking-class/
"Correos de CR - Playa Negra, Puerto Viejo, Limón, Costa Rica",Correos de Costa Rica,0.7,services,services,Playa Negra,9.6541471,-82.7665844,CorreosCR,,2025-08-19,https://www.puertoviejosatellite.com/en/playa-negra/correos-de-cr/
Puerto Viejo Multicentro,Selina Puerto Viejo,0.7,services,hostel,Puerto Viejo,9.6566557,-82.7433858,,,2025-12-29,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-multicentro/
"Black Shack Surf School - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,blackshack_surf_school.cr,+506 7106 9930,2026-01-30,https://www.puertoviejosatellite.com/en/cocles/black-shack-surf-school/
"Surf Meds Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,surf_meds_caribe,+506 8566 9444,2025-08-06,https://www.puertoviejosatellite.com/en/cocles/surf-meds-caribe/
"Tico Surf and Skate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,services,hostel,Cocles,9.6566557,-82.7433858,ticosurfcaribe,+506 2750 3063,2025-05-17,https://www.puertoviejosatellite.com/en/cocles/tico-surf-and-skate/
"Casa Mandala - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Casa Mandala,0.7,shopping,shopping,Playa Chiquita,9.6379564,-82.7113265,casamandala.costarica,+506 8442 1298,2025-12-26,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-mandala/
DiTown Shop,Ditown,0.7,shopping,restaurant,Puerto Viejo,9.657063,-82.755454,ditownshop,+506 8314 6508,2026-03-27,https://www.puertoviejosatellite.com/en/puerto-viejo/ditown-shop/
Tienda Caribe,Tienda Caribe,1.0,shopping,shopping,Puerto Viejo,9.656416,-82.754159,caribe_tienda,+506 8443 5067,2026-03-08,https://www.puertoviejosatellite.com/en/puerto-viejo/tienda-caribe/
"Almacen San Francisco - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2756 8478,2025-06-11,https://www.puertoviejosatellite.com/en/playa-negra/almacen-san-francisco/
"FerreCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Ferrecocles,0.7,shopping,shopping,Cocles,9.6445656,-82.7297491,,+506 2750-2102,2025-04-05,https://www.puertoviejosatellite.com/en/cocles/ferrecocles/
Red Monkey Liquor Store,Red Monkey,0.7,shopping,shopping,Puerto Viejo,9.6567503,-82.7540817,,+506 8525 1102,2026-03-28,https://www.puertoviejosatellite.com/en/puerto-viejo/red-monkey-liquor-store/
"Flor de China - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Playa Negra,9.6566557,-82.7433858,,,2025-07-18,https://www.puertoviejosatellite.com/en/playa-negra/flor-de-china/
Farmacia Caribe,Farmacia Caribe,1.0,shopping,services,Puerto Viejo,9.6561617,-82.7550881,,+506 2750 0698,2026-01-27,https://www.puertoviejosatellite.com/en/puerto-viejo/farmacia-caribe/
"Farmacia Don Manuel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Cocles,9.6566557,-82.7433858,farmaciasdonmanuel,+506 8770 9072,2025-08-12,https://www.puertoviejosatellite.com/en/cocles/farmacia-don-manuel/
Puerto Viejo Pharmacy,Selina Puerto Viejo,0.7,shopping,hostel,Puerto Viejo,9.6566557,-82.7433858,,+506 2750 2109,2026-02-02,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-pharmacy/
Puerto Viejo Farmers and Artisans Market,Selina Puerto Viejo,0.7,shopping,hostel,Puerto Viejo,9.6566557,-82.7433858,pvfarmersmarket,+506 2750 0883,2026-01-24,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-farmers-and-artisans-market/
Bio Mercado Puerto Viejo,Selina Puerto Viejo,0.7,shopping,hostel,Puerto Viejo,9.6566557,-82.7433858,biomercado.pv,+506 2750 3224,2025-12-17,https://www.puertoviejosatellite.com/en/puerto-viejo/bio-mercado-puerto-viejo/
Centro de Carnes Canada,Centro de Carnes Canada,1.0,shopping,shopping,Puerto Viejo,9.6573429,-82.7548578,,,2025-10-30,https://www.puertoviejosatellite.com/en/puerto-viejo/centro-de-carnes-canada/
"El Duende Gourmet - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",El Duende Gourmet,0.7,shopping,restaurant,Playa Chiquita,9.6387511,-82.7126925,,,2025-08-30,https://www.puertoviejosatellite.com/en/playa-chiquita/el-duende-gourmet/
Mercadito Puerto Viejo,Selina Puerto Viejo,0.7,shopping,hostel,Puerto Viejo,9.6566557,-82.7433858,mercadito1_pv,+506 7092-0208,2026-02-13,https://www.puertoviejosatellite.com/en/puerto-viejo/mercadito-puerto-viejo/
Namú Ecotienda Orgánica,Namú ecotienda orgánica,1.0,shopping,shopping,Puerto Viejo,9.6558024,-82.7545306,namu_ecotienda_organica,+506 8886 2133,2026-02-18,https://www.puertoviejosatellite.com/en/puerto-viejo/namu-ecotienda-organica/
"Super Banana Gourmet Market - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Playa Negra,9.6566557,-82.7433858,,,2025-04-26,https://www.puertoviejosatellite.com/en/playa-negra/super-banana-gourmet-market/
"Super Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Cocles,9.6566557,-82.7433858,,,2025-07-29,https://www.puertoviejosatellite.com/en/cocles/super-cocles/
"Super Negro Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Cocles,9.6566557,-82.7433858,supernegrosupermercado,,2025-09-03,https://www.puertoviejosatellite.com/en/cocles/super-negro-cocles/
"Super Negro Hone Creek - Hone Creek, Limón, Costa Rica",Super Negro,0.7,shopping,shopping,Hone Creek,9.6442474,-82.7331469,supernegrosupermercado,+506 2750 0154,2025-09-03,https://www.puertoviejosatellite.com/en/hone-creek/super-negro-hone-creek/
"Super Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Punta Uva,9.6566557,-82.7433858,,,2025-08-19,https://www.puertoviejosatellite.com/en/punta-uva/super-punta-uva/
"Super SK - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,shopping,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2750 0392,2025-07-22,https://www.puertoviejosatellite.com/en/playa-negra/super-sk/
Value Mart Puerto Viejo,Selina Puerto Viejo,0.7,shopping,hostel,Puerto Viejo,9.6566557,-82.7433858,valuemartcr,+506 2750 2160,2026-04-03,https://www.puertoviejosatellite.com/en/puerto-viejo/value-mart-puerto-viejo/
"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Cocles,9.6566557,-82.7433858,,+506 8705 4250,2025-08-11,https://www.puertoviejosatellite.com/en/cocles/caribe-horse-riding-club/
"Ceibo Adventure - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Playa Chiquita,9.6566557,-82.7433858,thegreenjunglehouse,+506 8475 3859,2025-09-05,https://www.puertoviejosatellite.com/en/playa-chiquita/ceibo-adventure/
"Finca La Isla Botanical Garden - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Playa Negra,9.6566557,-82.7433858,,+506 8829 4229,2025-07-06,https://www.puertoviejosatellite.com/en/playa-negra/finca-la-isla-botanical-garden/
"Finca Tierra - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Cocles,9.6566557,-82.7433858,,+506 8390-8348,2025-07-27,https://www.puertoviejosatellite.com/en/cocles/finca-tierra/
"Green Water SUP Tours - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Punta Uva,9.6566557,-82.7433858,,+506 8844 4432,2024-07-16,https://www.puertoviejosatellite.com/en/punta-uva/green-water-sup-tours/
"Jaguar Rescue Center - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Playa Chiquita,9.6566557,-82.7433858,jaguarrescuecentercr,+506 2750 0710,2025-08-19,https://www.puertoviejosatellite.com/en/playa-chiquita/jaguar-rescue-center/
"Punta Uva Dive Center - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Punta Uva,9.6566557,-82.7433858,,+506 8844-4432,2025-05-23,https://www.puertoviejosatellite.com/en/punta-uva/punta-uva-dive-center/
"Ride the Rainforest - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Playa Chiquita,9.6566557,-82.7433858,ridetherainforestcostarica,+506 6192 8939,2025-08-27,https://www.puertoviejosatellite.com/en/playa-chiquita/ride-the-rainforest/
"Talamanca Chocolate - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Playa Negra,9.6566557,-82.7433858,chocolateismedicine,+506 8910 9318,2025-07-18,https://www.puertoviejosatellite.com/en/playa-negra/talamanca-chocolate/
Interbus office,Interbus,0.7,tour_company,shopping,Puerto Viejo,9.6568652,-82.7556471,,+506 2750 2145,2026-03-28,https://www.puertoviejosatellite.com/en/puerto-viejo/interbus-office/
Puerto Viejo Golf Carts,Selina Puerto Viejo,0.7,tour_company,hostel,Puerto Viejo,9.6566557,-82.7433858,puertoviejogolf,+506 8542 4377,2026-04-01,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-golf-carts/
Best Travel Puerto Viejo,Best Travel Puerto Viejo,1.0,tour_company,shopping,Puerto Viejo,9.6563213,-82.7540946,besttravelpuertoviejo,+506 2238 0739,2026-01-27,https://www.puertoviejosatellite.com/en/puerto-viejo/best-travel-puerto-viejo/
"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,tour_company,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2756 8118,2025-03-29,https://www.puertoviejosatellite.com/en/playa-negra/caribe-fun-tours/
Casa Black Chaini,Casa Black Chaini,1.0,vacation_rental,hotel,Puerto Viejo,9.6543169,-82.7450134,,+506 5009 0917,2026-03-17,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-black-chaini/
"Casa Roble de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,casarobledeplayanegra,,2025-09-05,https://www.puertoviejosatellite.com/en/playa-negra/casa-roble-de-playa-negra/
"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 6461 4110,2026-02-01,https://www.puertoviejosatellite.com/en/playa-negra/villa-abejita/
"Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 6461 4110,2026-05-06,https://www.puertoviejosatellite.com/en/playa-negra/villa-del-mito/
"Magic Moon Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,,2026-03-09,https://www.puertoviejosatellite.com/en/playa-negra/magic-moon-beach-house/
"Be My Guest Cabinas - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,+506 2756 8376,2025-07-02,https://www.puertoviejosatellite.com/en/playa-negra/be-my-guest-cabinas/
"Blessed House - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,blessedhouse,+506 8926 2630,2026-02-12,https://www.puertoviejosatellite.com/en/playa-negra/blessed-house/
"Blossom Paradise Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,blossomparadiseretreat,+506 8438 1065,2025-08-14,https://www.puertoviejosatellite.com/en/playa-negra/blossom-paradise-retreat/
