business_name,category,area,latitude,longitude,phone,normalized_phone,instagram_handle,facebook_url,website,google_maps_cid
"Terminal de Buses Sixaola - Sixaola, Limón, Costa Rica",services,Sixaola,,,,,,,,12283987889434351587
Aloe Boutique,shopping,Puerto Viejo,9.656082,-82.755033,,,aloeboutique,https://www.facebook.com/Aloe-Tienda-108353358021927/,,6004428022633356945
Bambu Store,shopping,Puerto Viejo,9.657189,-82.754144,+506 2750 0211,+50627500211,,https://www.facebook.com/bambupuertoviejo,,3007132759593543579
Cantik at Home,shopping,Puerto Viejo,9.657071,-82.754024,,,cantikathome,,,14335650359629993448
Marea Santa,shopping,Puerto Viejo,9.656735,-82.754281,+506 7010 0062,+50670100062,,https://www.facebook.com/p/Marea-Santa-100064035669917/,,4573919399282068853
Naturama Store,shopping,Puerto Viejo,9.657574,-82.75287,+506 8918 0137,+50689180137,naturamastore,https://www.facebook.com/naturamastore,,1867018045151554137
Passion Fruit Store,shopping,Puerto Viejo,9.657111,-82.753955,+506 6179 4448,+50661794448,,https://www.facebook.com/passionfruitcr,,3589518174440329979
Reggaeland,shopping,Puerto Viejo,9.657476,-82.753243,+506 2750 2096,+50627502096,,https://www.facebook.com/reggaeland.pv,,4399460039894613264
Electro Office,shopping,Puerto Viejo,9.656982,-82.753775,+506 2750 0330,+50627500330,electrooffice,https://www.facebook.com/Electro-Office-650054101741154/,,13937010489015814564
Librería Caribe,shopping,Puerto Viejo,9.655752,-82.754918,+506 2750 0497,+50627500497,,https://www.facebook.com/libreriacaribe.caribe,,9017085322259588567
La Pitaya,shopping,Puerto Viejo,9.657295,-82.753781,,,lapitayapuertoviejo,,,1577213594063101362
Wanderlust,shopping,Puerto Viejo,9.656391,-82.755545,,,wanderlustpuertoviejo,https://www.facebook.com/Wanderlust-Puerto-Viejo-1468490133200683/,,7346571536131451543
Mariscos Mopri,shopping,Puerto Viejo,9.655029,-82.755604,+506 2102 0664,+50621020664,mariscoscostarica,https://www.facebook.com/Pescaderia-y-Marisquer%C3%ADa-Mopr%C3%AD-265861103432042/,https://www.tripadvisor.com/Restaurant_Review-g309265-d2702923-Reviews-Mopri-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,15490944357828439393
Mega Super,shopping,Puerto Viejo,9.655225,-82.754146,,,megasuper,,,9205429348892041088
Exploradores Outdoors,tour_company,Puerto Viejo,9.65901,-82.750715,+506 2750 2020,+50627502020,outdoors,https://www.facebook.com/raftingcr,,16305114679791493305
Hidden Garden Ethnobotanical Sanctuary,tour_company,Puerto Viejo,9.653993,-82.746475,+506 8340 8889,+50683408889,hiddengardenethnobotanicalsanctuary,https://www.facebook.com/hiddengardenwellness,http://www.hiddengarden.co/,18254971901429379098
Caribe Shuttle,tour_company,Puerto Viejo,9.6562,-82.755075,+506 2750-0626,+50627500626,caribeshuttle,https://www.facebook.com/CaribeShuttle,https://www.caribeshuttle.com/?utm_source=g-mybusiness&utm_medium=mybusiness-link&utm_campaign=clickass-direct-bookings&utm_id=g-mybusiness-tourdsk-pv,3254890975301091925
ATEC,tour_company,Puerto Viejo,9.656059,-82.754844,+506 8706 4758,+50687064758,atec_ong,https://www.facebook.com/ongatec,https://www.tripadvisor.com/Attraction_Review-g309265-d2209012-Reviews-ATEC_Talamancan_Association_of_Ecotourism_and_Conservation_Day_Tours-Puerto_Viejo.html,11890875733593568965
Gecko Trail Costa Rica,tour_company,Puerto Viejo,9.65738,-82.754755,+506 8724 9252,+50687249252,geckotrailcostarica,https://www.facebook.com/GeckoTrail,https://www.tripadvisor.com/Attraction_Review-g309265-d1758265-Reviews-Gecko_Trail_Day_Tours-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,831507804855121720
Main Bus Stop,tour_company,Puerto Viejo,9.656686,-82.755987,,,main_cr,,,7826458106781310635
"Ara Manzanillo - Manzanillo, Limón, Costa Rica",tour_company,Manzanillo,,,+506 8971-1436,,,https://www.facebook.com/profile.php?id=100075604910711,https://aramanzanillo.org,10605010078218467955
"Gandoca Tours - Gandoca, Limón, Costa Rica",tour_company,Gandoca,,,+506 8762 8848,,gandocatours,https://www.facebook.com/GandocaTours,,369095546087240155
"Nature Observatorio - Manzanillo, Limón, Costa Rica",tour_company,Manzanillo,,,+506 8628 2663,,natureobservatorio,https://www.facebook.com/natureobservatorio,https://www.tripadvisor.com/Attraction_Review-g1644063-d1880685-Reviews-Nature_Observatorio-Manzanillo_Province_of_Limon.html,
Douglasville Guesthouse,vacation_rental,Puerto Viejo,9.654025,-82.753971,+506 8875 8494,+50688758494,,https://www.facebook.com/rentatdouglasville,,8689012956679917112
Caribbean Comfort,vacation_rental,Puerto Viejo,9.65623,-82.755404,+506 8888 5223,+50688885223,caribbeancomfort,,,9201616901711710091
Casa Arlecchino,vacation_rental,Puerto Viejo,9.655215,-82.744656,+506 6299 5955,+50662995955,arlecchino,,,13639343625190683419
Casa Kinkaju,vacation_rental,Puerto Viejo,9.657338,-82.748652,+506 2750 2004,+50627502004,,https://www.facebook.com/Casa-Kinkaju-142674086423136/,,9120865451737148097
Colibri Ecolodge,vacation_rental,Puerto Viejo,9.652904,-82.755403,+506 8774 1940,+50687741940,,,,656242078778664441
Estrellas Cabinas,vacation_rental,Puerto Viejo,9.652322,-82.749268,27500686,,,https://www.facebook.com/casitasmaryluz,http://www.casitasmaryluz.com/,8515965990195848246
"Chile Verde - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,,,+506 8396 3247,,,,,6304189307372846359
"El Arbol Jungle Houses - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,,,+506 8721 3949,,,,,
"Green Lapa's Village - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,,,+506 6184 2373,,greenlapasvillage,,,9791432593542222900
"Happy House Manzanillo - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,,,,,happyhousecostarica,https://www.facebook.com/profile.php?id=100075797204148,https://vrbo.com/affiliate/pWzjiFo,7613918281459191152
"Jungle Dreamz - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,,,+506 8315 7245,,,https://www.facebook.com/pages/Jungle-Dreamz/114455975236832,,
"Kañik Apart Hotel - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,,,+506 4350 0806,,kanikapartahotel,,,918804293272785482
"Pangea Lodge - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,,,+506 8738 4860,,,https://www.facebook.com/PangeaLodgeManzanillo,,
