tier,suggested_group,business_name,category,area,google_maps_cid,current_groups,matched_field,matched_label,evidence,match_count
context,eat,"Casa Jeffrey - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,13928153996580431887,stay,description,food service,"One bedroom vacation rental home with «kitchen», A/C, TV, pool and garden. 5.0 / 5 rati...",1
context,eat,"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,14093799972335896635,stay,description,food service,...s with 2 futons for extra sleeping. The «kitchen» is fully equipped for cooking meals. Th...,1
context,eat,Casa Kinkaju,vacation_rental,Puerto Viejo,9120865451737148097,stay,description,food service,"...m with private bath. Exterior area with «kitchen». Secure parking, fibre optic internet, ...",1
context,eat,"Casa Luce - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,17469621114106254322,stay,description,meals,Hotel with rooms with kitchenettes. «Breakfast» included. 4.7 / 5 rating on Google Maps...,1
context,eat,"Casa Luna Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,1455817631417694421,stay,description,food service,"...pstairs, spacious living room with open «kitchen» that flows right onto the deck which lo...",1
context,eat,"Casa Mandala - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",shopping,Playa Chiquita,8021121814343586580,shopping,description,cafe,"...ome decor, jewelry and handicrafts. The «cafe» that was previously located here is no ...",1
context,eat,"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,8900920815586328050,stay,description,food service,"...one bath house which sleeps 4, equipped «kitchen», large patio.",1
context,eat,"Casa Matix - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,2878562505584101773,stay,description,food service,"...bean home on raised stilts with an open «kitchen» and 2 spacious terraces, steps from the...",1
context,eat,"Casa Merlin Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,5273135705751598576,stay,description,food service,"...or apartment each with two bedrooms and «kitchen». Swimming pool, parking. 4.4 / 5 rating...",1
context,eat,"Casa Moabi - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9516383767938620040,stay,description,food service,"...oms each with private bathroom, a large «kitchen», living room and terrace; a private bun...",1
context,eat,"Casa Ocelote - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,1855638920758597797,stay,description,food service,"...two sun loungers. Modern fully equipped «kitchen».  Wifi, smart TV, sleeper sofa.",1
context,eat,"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,6876276989579196961,stay,description,food service,"...full sized bed, two bathrooms, equipped «kitchen», living and dining room, garden with fr...",1
context,eat,"Casa Roble de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,1214008658533978760,stay,description,food service,"... bed, one bathroom, and a fully stocked «kitchen». Ideal for couples, families, groups up...",1
context,eat,"Casa Theia - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,8382763569328813011,stay,description,food service,"...ith one bedroom, private bath, equipped «kitchen» and focus on outdoor living.",1
context,eat,"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,16462037703900023129,stay,description,food service,"...om bungalows with kitchens, suites with «kitchen», queen bedroom and single bed in living...",1
context,eat,Casa Wolaba,hostel,Puerto Viejo,12617501835970240553,stay,description,food service,"...ms and apartments. all with A/C. Shared «kitchen», shared quiet work space, hang out yard...",1
context,eat,"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,17194360818099045148,stay,description,food service,"...ith air conditioning, 2 full bathrooms, «kitchen» with new appliances, hot water, screene...",1
context,eat,"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,11101879544769502565,stay,description,food service,"... Casa Grande has 2 bedrooms/1 bath with «kitchen», large outdoor area with two hammocks a...",1
context,eat,"Casita Kreyol - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,17447691794708739658,stay,description,cafe,"... w/induction cooktop, kitchen utensils, «coffee »station, toaster, A/C, refrigerator, fib...",2
context,eat,"Casitas Joanna - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,1768768766083603441,stay,description,food service,"... the master bedroom, one powder room, a «kitchen» with cooking/serving utensils, a living...",1
context,eat,Casitas La Playa,hotel,Puerto Viejo,8798809940588504560,stay,description,restaurant,...so just a minute's stroll to the beach. «Restaurant» Todo Es Posible in front. 4.7 / 5 ratin...,1
context,eat,"Casitas Las Flores - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,13885126780319428127,stay,description,food service,"...rger bungalows are equipped with a full «kitchen» with stove, fridge and kitchenware as w...",1
context,eat,"Casitas Mar y Luz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,8515965990195848246,stay,description,food service,...ach has a private patio and an equipped «kitchen». The large house has a large covered pa...,1
context,eat,Chinuk Boutique Hotel,hotel,Puerto Viejo,4032204592829800059,stay,description,food service,...ith 6 rooms close to the center. Shared «kitchen».,1
context,eat,"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,5961957804184993948,stay,description,cafe,"... windows, ceiling fans, quality linens, «coffee »and tea service and local bath products....",2
context,eat,Coconut Grove Apartamentos,vacation_rental,Puerto Viejo,10763597126474435006,stay,description,food service,"...nts with private bathroom, cable TV and «kitchen» for up to 5 persons. Daily, weekly and ...",1
context,eat,"Colina Secreta - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,11726717133900260893,stay,description,food service,"... options include glamping with equipped «kitchen», rooms with private bath and two fully ...",1
context,eat,Conga Boutique Hotel,hotel,Puerto Viejo,17817187932984436803,stay,description,restaurant,"...e of town. Stylish rooms, common areas, «restaurant». 4.9 / 5 rating on Google Maps  9.2 / 1...",1
context,eat,"Dano's Cabano - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,13596874059691247570,stay,description,food service,...ya Cocles. Covered veranda with outdoor «kitchen» and dining area. 3.5 / 5 rating on Goog...,1
context,eat,"David Valley Houses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,17610491409749030649,stay,description,food service,"...sa Rio has 2 bedrooms, 1 bathroom, full «kitchen», TV, living room, hammock, wrap around ...",1
context,eat,DiTown Shop,shopping,Puerto Viejo,10112276568951936836,shopping,description,cafe,"Surf shop and «coffee »bar. Beachwear, full espresso bar and fo...",1
context,eat,"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,16775548705300829933,stay,description,food service,"...es each with 1 or 2 bedrooms, bathroom, «kitchen», porch and living room. Set in tropical...",1
context,eat,El Clan Hostel,hostel,Puerto Viejo,5201679489523559249,stay,description,food service,...oms and a fully equipped apartment with «kitchen». 4.7 / 5 rating on Google Maps  8.8 / 1...,1
context,eat,"El Nido Jungle Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,17996754399669659267,stay,description,food service,"...spacious cabina has a king sized bed, a «kitchen» with eating bar, a TV/DVD, a sofa bed a...",1
context,eat,"Escondido Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,6658711880224661769,stay,description,food service,...ownstairs consists of an indoor/outdoor «kitchen» and dining area that connects to the po...,1
context,eat,Exotic Lodge,hotel,Puerto Viejo,8353070716309943884,stay,description,restaurant,Cabinas with private bath. «Restaurant» and bar. Previously named Morpheus Exot...,1
context,eat,"Finca Don Litos - Hone Creek, Limón, Costa Rica",vacation_rental,Hone Creek,15727569979150542837,stay,description,food service,"...style holiday homes for up to 6 people. «Kitchen», private bath, garden setting.",1
context,eat,"Geckoes Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,11623096819320863549,stay,description,food service,"... 4 await you. Each has a fully equipped «kitchen», private garden, bbq and lots of privac...",1
context,eat,"Ginger and Cacao - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,1074114199983889358,stay,description,food service,"...ce and privacy each with fully equipped «kitchen», WiFi and TV/cable. Villa Cacao has 1 b...",1
context,eat,"Green Jungle House - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,10566257576749882719,stay,description,food service,"... with private bath. Property has shared «kitchen», BBQ and TV lounge.  They also offer Ce...",1
context,eat,"Hidden Jungle Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,11862065950546251000,stay,description,food service,...s. You'll share the 2 bathrooms and the «kitchen» with the owners and other guests. The w...,1
context,eat,Hostal Cecilia,hotel,Puerto Viejo,11938523891103686222,stay,description,food service,"...ms, family rooms and a bungalow. Shared «kitchen» available for use. 4.1 / 5 rating on Go...",1
context,eat,"Hotel Aguas Claras - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,5319096016576692772,stay,description,restaurant,"... bedrooms or five bedrooms. Beach club, «restaurant»  and yoga salon on site. 4.8 / 5 rating...",2
context,eat,Hotel Casa Vito,hotel,Puerto Viejo,9002517690753030013,stay,description,food service,...microwave and breakfast. Apartment with «kitchen» also available. 4.9 / 5 rating on Googl...,2
context,eat,"Hotel Hawa - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,12922727533389204233,stay,description,restaurant,"...e bedroom 2 bath bungalow is available. «Restaurant», Bar.",3
context,eat,Hotel Infiniti,hotel,Puerto Viejo,17030940291864121871,stay,description,food service,"...droom, 3 bathroom home with pool, large «kitchen» and a fenced secure property. 4.9 / 5 r...",2
context,eat,"Hotel Kasha - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,2789448993779357106,stay,description,restaurant,"...ms. Offers lush gardens, parking, pool, «restaurant». Bungalows have two queen beds, A/C, fa...",1
context,eat,Hotel Mandacarú,hotel,Puerto Viejo,11442698979892556145,stay,description,food service,...ree private parking and equipped shared «kitchen». Double and king rooms and an apartment...,1
context,eat,Hotel and Hostel Agapi,hostel,Puerto Viejo,7492180577056289429,stay,description,restaurant,"...tel with dorms and private rooms. Pool, «restaurant», bar, hot showers, common kitchen, yoga...",2
context,eat,"Iguana Lodge - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,8482617327334657480,stay,description,cafe,"...ng double rooms with 2 beds, microwave, «coffee »maker, A/C. 3.0 / 5 rating on Google Map...",1
context,eat,Kalunay Hostel,hostel,Puerto Viejo,13549549945867962662,stay,description,food service,... private rooms with shared bath. Shared «kitchen». 4.3 / 5 rating on Google Maps  8.0 / 1...,1
context,eat,La Casa de Rolando,hotel,Puerto Viejo,1261667056997797786,stay,description,food service,...ate bath and some with shared. Communal «kitchen». Also a 1 bedroom bungalow with kitchen...,1
context,eat,"La Costa de Papito - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,15457918864809997738,stay,description,restaurant,...l with private bath. Indulgence Spa and «restaurant» on property. 4.5 / 5 rating on Google M...,1
context,eat,"La Finca Chica - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,15662198641513996653,stay,description,food service,"...droom natural wood houses  with 1 bath, «kitchen», wifi. Spacious private landscaped prop...",1
context,eat,"La Kukula Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,12131830785097631441,stay,description,food service,...to 6 people and an apartment suite with «kitchen» available for honeymoons/couples or fam...,2
context,eat,"La Magia Bungalows - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,8216271918783135936,stay,description,food service,...creen satellite TV and a fully equipped «kitchen» with a fridge. The private bathroom is ...,1
context,eat,"La Paz del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,15133962780271824116,stay,description,cafe,"...ith private bath, fridge, microwave and «coffee »maker. Breakfast included. 5.0 / 5 ratin...",2
context,eat,La Ruka Hostel,hostel,Puerto Viejo,13859346082849828188,stay,description,food service,"... private rooms. Offers wifi, a communal «kitchen» and pool table. Rents bikes, surf board...",1
context,eat,La Tica y La Gata,hotel,Puerto Viejo,11047054352277007542,stay,description,food service,"...ol. All units have A/C, wifi, their own «kitchen» and terrace. 4.8 / 5 rating on Google M...",1
context,eat,La Tribu,hostel,Puerto Viejo,8557872311475311298,stay,description,food service,"...g a jacuzzi, hammocks and well equipped «kitchen». 4.5 / 5 rating on Google Maps  8.8 / 1...",1
context,eat,"Las Casitas de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,8689012956679917112,stay,description,food service,"Full equipped apartments, 2 bedrooms, «kitchen» and livingroom.
Just 100mt from the bea...",1
context,eat,"Los Continentes - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,16195237219481974530,stay,description,cafe,"...ng, TV, free Wi-Fi, kitchen (microwave, «coffee »maker, rice cooker, blender, refrigerato...",2
context,eat,"Los Proyectos Moderno - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,17163510404658526674,stay,description,food service,"...s, two bathrooms, living room, terrace, «kitchen» and more.",1
context,eat,"Luna Caribeña Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,5703354943109126310,stay,description,food service,"...th 1 or 2 bedrooms, with fully-equipped «kitchen». Surrounded by tropical gardens, 2 pool...",1
context,eat,"Madre Selva Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,18351627144969519384,stay,description,food service,...m the beach. Breakfast included. Shared «kitchen» and hangout areas. 4.2 / 5 rating on Go...,2
context,eat,"Magic Moon Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,7455182900583969326,stay,description,food service,...er floor). The house has a large modern «kitchen» and is fully equipped with all the mode...,1
context,eat,Mariscos Mopri,shopping,Puerto Viejo,15490944357828439393,shopping,description,restaurant,"...h, Shrimp, Mussels, Lobster etc. Casual «restaurant» serving seafood dishes.  Now located ac...",1
context,eat,Maritza Hotel,hotel,Puerto Viejo,7612264151773034204,stay,description,food service,"...e, safe. The property also has a shared «kitchen», parking, 24 hour reception. They also ...",1
context,eat,Namu Garden Hotel and Spa,hotel,Puerto Viejo,18141110668997261824,stay|wellness,description,restaurant,"...Some units with private pools. Spa. NÚM «restaurant», café and bar. 4.6 / 5 rating on Google...",2
context,eat,"Namuwoki Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,7633661990399056727,stay,description,restaurant,...ch can accommodate from 2 to 6 persons. «Restaurant». 4.5 / 5 rating on Google Maps  8.3 / 1...,1
context,eat,Oasis Beachfront Hostel,hostel,Puerto Viejo,3806869317536833401,stay,description,food service,"...ping right on the beach with an outdoor «kitchen», a lot of hammocks to relax in the gard...",1
context,eat,"Olguita's Place - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,8905623640105890404,stay,description,food service,"...ntal home with 2 bedrooms, 2 bathrooms, «kitchen». Quiet location right off the beach. 4....",1
context,eat,Olinca Boutique Hotel,hotel,Puerto Viejo,17724938072232701259,stay,description,restaurant,Boutique hotel and «restaurant» with 18 suites and villas set around a ...,3
context,eat,"Olivia del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,11649313152541943974,stay,description,food service,...dation. Double rooms and a suite with a «kitchen». Pool. Or the whole 5 bedroom property ...,1
context,eat,"Our Beachfront Bungalow - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,10207460585524901017,stay,description,food service,"... the beach at Punta Uva. Fully equipped «kitchen», terrace. A/C in the bedrooms. 4.5 / 5 ...",1
context,eat,"Pachamama Jungle River Lodge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",hotel,Punta Uva,17505879167034120949,stay,description,food service,"... 2 bedrooms. Each villa has an equipped «kitchen», a bathroom with a hot shower, very com...",1
context,eat,Pagalu Hostel,hostel,Puerto Viejo,16584181162103313991,stay,description,food service,...e bath. Spacious common area and shared «kitchen». 4.5 / 5 rating on Google Maps  9.1 / 1...,1
context,eat,"Pipa Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,2503861879451247980,stay,description,food service,"...s a shared rancho with a fully equipped «kitchen» and dining area. Each bungalow has A/C,...",1
context,eat,"Playa 506 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,14615341747601449576,stay,description,restaurant,...e rooms and tents. Shared kitchen. Sage «restaurant» and beer garden is here which is availa...,2
context,eat,Puerto Viejo Golf Carts,tour_company,Puerto Viejo,4544300389782328912,things-to-do,description,restaurant,...erally on display outside Cafe Viejo or «Restaurante» Bar Tamara but you will need to contact...,2
context,eat,"Punta Uva Dive Center - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",tour_company,Punta Uva,1382996174802571516,things-to-do,description,cafe,...n Water SUP Tours. There's also a small «cafe» for drinks and food.,1
context,eat,"Pura Bali Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,17671006442397185195,stay,description,food service,"...ms with AC, spacious decks with outdoor «kitchen» and jacuzzi.",1
context,eat,"Relax Natural Village - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,1359064883656104943,stay,description,meals,...ce and spacious and luxurious bathroom. «Breakfast» included. 4.9 / 5 rating on Google Maps...,1
context,eat,Rocking J's Hostel,hostel,Puerto Viejo,2849080077759072513,stay,description,restaurant,"...oms, suites, dorms, hammocks and tents. «Restaurant», bar, tour desk and surf school on site...",1
context,eat,"Samasati Yoga and Wellness Retreat - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,2378802529330389577,stay|things-to-do|wellness,description,restaurant,...vegetarian buffet served in an open air «restaurant». Also available on site are healing mas...,1
context,eat,"Saranda Hotel Boutique - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,7564004912244932325,stay,description,restaurant,"...xternal bath and some with shared bath. «Restaurant», bar, pool. 4.7 / 5 rating on Google Ma...",1
context,eat,"Shawandha Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,11584809782208466783,stay,description,restaurant,"...idually art designed  bungalows. French «restaurant». New swimming pool with waterfall, surr...",1
context,eat,"Sloth House 2 - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,11323383828584457886,stay,description,food service,...1 bath and private pool. Fully equipped «kitchen». Eco friendly design. Previously named ...,1
context,eat,"Smile Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,15792014508348842214,stay,description,meals,...rms and private rooms with shared bath. «Breakfast» included. 4.9 / 5 rating on Google Maps...,1
context,eat,"Sonora Jungle Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,13462000015508270895,stay,description,restaurant,... pool and breakfast area. Da Alessandra «restaurant» for dinner. 4.7 / 5 rating on Google Ma...,2
context,eat,Soul Rebel Hostel,hostel,Puerto Viejo,1470909826947842376,stay,description,food service,... an apartment. Hang out area and shared «kitchen». Previously named Backpackers Caribe. 4...,1
context,eat,Sueño Grande Bed and Breakfast,hotel,Puerto Viejo,5641578059331896840,stay,description,meals,"...ttes, organic amenities and continental «breakfast». The tropical wood home sleeps 4, with ...",1
context,eat,"Super Banana Gourmet Market - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,17944942059124723912,shopping,description,cafe,"...roceries, fresh produce, beer and wine, «coffee», takeaway meals.",1
context,eat,"Tasty Dayz Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,8755282126859435083,stay,description,restaurant,...ing water and communal kitchen use. Bar/«restaurant» Tasty Waves Cantina on site. 4.1 / 5 ra...,3
context,eat,"Terrazas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,15602414082115305191,stay,description,food service,"...type 8. All have terraces, living room, «kitchen», satellite tv, A/C, safe, wifi. 4.6 / 5...",1
context,eat,"The Mimosas Container Homes - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,10848512872328092857,stay,description,food service,"...h has one bedroom, bath and an equipped «kitchen». 4.0 / 5 rating on Google Maps  7.3 / 1...",1
context,eat,"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,17306174628636276319,stay,description,food service,"...ps up to 10. Each house has an equipped «kitchen», wifi and private bath. 4.6 / 5 rating ...",1
context,eat,Umami Hotel Garden Spa,hotel,Puerto Viejo,9701222676819002481,stay|wellness,description,restaurant,...Facilities onsite include the Mar y Sal «restaurant» and Umami Spa. 4.6 / 5 rating on Google...,1
context,eat,"Up! House - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,386602587240645860,stay,description,food service,"... one bathroom, with a living/dining and «kitchen» area that opens up onto the tropical ga...",1
context,eat,"Uva Blue Jungle Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9838950680602433731,stay,description,food service,"..., the villas come with a fully equipped «kitchen» and are self contained; cook your favou...",1
context,eat,"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,17566723912022559610,stay,description,food service,"...i, workspaces, gas grill, well-provided «kitchen», secure parking for 3 cars, and tropica...",2
context,eat,"Villa Aragon - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,410104999530083035,stay,description,food service,"... spacious living room, a fully equipped «kitchen», a large terrace with dining area, a po...",1
context,eat,"Villa Aurora - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,2778057777928120817,stay,description,food service,...arilla has two bedrooms and an equipped «kitchen». The property has a pool.,1
context,eat,"Villa Cabú - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,2579895199015686682,stay,description,food service,"... home with private pool, fully equipped «kitchen» and wifi.",1
context,eat,"Villa Casa Azul y Arena Blanca Apartamentos - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,15567706438348473704,stay,description,food service,"...arking. All units have a fully equipped «kitchen», a private bathroom and a terrace or ba...",1
context,eat,"Villa Elita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,3811950339808245976,stay,description,food service,"... smart TV,BBQ, solarium, fully equipped «kitchen». 5.0 / 5 rating on Google Maps  10.0 / ...",1
context,eat,"Villa Laurel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,7902224320478214928,stay,description,food service,"... beach towel, bed-linen, fully-equipped «kitchen», wireless internet are included. Access...",1
context,eat,"Villa Mena Apartments - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,2340777439094833292,stay,description,food service,"...up to 5 persons. All have A/C, equipped «kitchen», parking, cable TV and hot water.",1
context,eat,"Villa Rameen - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,4271339890778489202,stay,description,food service,"...he beach. 2 bedrooms with a double bed, «kitchen»/living room, beautiful bathroom with tr...",1
context,eat,"Villa del Mar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,10974417683706909929,stay,description,food service,"...e bedroom with double bed ceiling  fan, «kitchen» with basics and bathroom with the toile...",1
context,eat,"Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,3772885646337615062,stay,description,food service,...ks in all bedrooms. The living room and «kitchen» share open space with vaulted ceilings ...,2
context,eat,"Villas Allen - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,11115647409204137584,stay,description,cafe,"...e. Fully equipped with kitchen, fridge, «coffee »maker, microwave, cable TV, fan. Pool, f...",2
context,eat,"Villas Banana Verde - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,3491417544238941664,stay,description,restaurant,"...that Banana Azul offers including pool, «restaurant» and beach club. 4.8 / 5 rating on Googl...",2
context,eat,"Villas Diwo - Hone Creek, Limón, Costa Rica",vacation_rental,Hone Creek,5114266921704520486,stay,description,food service,"...la has 1 bedroom, bathroom and equipped «kitchen». A/C and BBQ.",1
context,eat,"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,8862541351972983241,stay,description,food service,"... garden. Inside there is a living room, «kitchen», two bedrooms each with queen bed and t...",1
context,eat,"Villas Mapache del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,13447229575814168735,stay,description,food service,"... bedrooms, one bathroom, fully equipped «kitchen», living room and terrace.",1
context,eat,"Villas Piña - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,2206313602652580226,stay,description,meals,"... common rancho area with swimming pool, «breakfast» area and a large roof top deck for sunn...",1
context,eat,"Villas Ríos del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,4133532355689727929,stay,description,food service,"...e bedroom villa has 1 or 2 double beds, «kitchen» and A/C.",1
context,eat,"Villas Serenidad - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,12865192766844460074,stay,description,food service,"...s. All are equipped with fully-equipped «kitchen», Wi-Fi and private parking. 4.6 / 5 rat...",1
context,eat,"Villas de la Luz - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,7675665734638034793,stay,description,food service,"...ls with 1 bedroom, 1 bathroom, equipped «kitchen», large patio and pool on property. 5.0 ...",1
context,eat,"Villas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,12050033515189885654,stay,description,restaurant,...ed. Pool and jacuzzi. The Spicy Coconut «restaurant» is located at the hotel. 4.3 / 5 rating...,2
context,eat,"Wabi Sabi - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,6415805193363578026,stay,description,food service,... smart TV. Starlink Wifi. Fully stocked «kitchen». Terrace with hammocks. Steps from Arre...,1
context,eat,Washboard,services,Puerto Viejo,8840035579056537434,services,description,cafe,"«Cafe», laundromat and bar, providing self-ser...",1
context,eat,"Yoshi's on the Beach - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,6607101811087559551,stay,description,food service,... conditioned. Modern home with equipped «kitchen»  and  spacious indoor/outdoor  living a...,1
context,eat,Yucca Beachfront Hotel,hotel,Puerto Viejo,6124202353518117731,stay,description,food service,"... suitable for 1 to 4 persons. Some with «kitchen». All with private baths, terrace with h...",1
context,stay,Amimodo Restaurant,restaurant,Puerto Viejo,14941158757917200222,eat,description,rooms/resort,...urf spot. They also offer Amimodo Beach «Rooms».,1
context,stay,"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,2898935241958549311,eat|nightlife,description,hotel,... days a week. Breakfast is included for «hotel» guests but others are welcome for a fee...,1
context,stay,Best Travel Puerto Viejo,tour_company,Puerto Viejo,15210314141344220556,things-to-do,description,hotel,"...vel agency offering tour, transport and «hotel» bookings. They also operate their own t...",1
context,stay,"Black Shack Surf School - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,11736483113495327139,services,description,hotel,...ocles beach (right in front of Cariblue «hotel»). The school was founded by Ronald Brow...,1
